ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
546	"ENSMUSG00000022550.18"	"Adck5"	chr15	+	76593937	76594447	76593937	76594051	76594363	76594447
569	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24509955	24510572	24509955	24510075	24510455	24510572
573	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76427511	76428385	76427511	76427656	76428243	76428385
581	"ENSMUSG00000002372.9"	"Ranbp3"	chr17	+	56701022	56702890	56701022	56701088	56702762	56702890
586	"ENSMUSG00000046711.16"	"Hmga1"	chr17	+	27556667	27557066	27556667	27556749	27556951	27557066
597	"ENSMUSG00000058600.13"	"Rpl30"	chr15	-	34440504	34442780	34440504	34440604	34442634	34442780
632	"ENSMUSG00000027893.14"	"Ahcyl1"	chr3	-	107673435	107675154	107673435	107673538	107675010	107675154
641	"ENSMUSG00000040040.16"	"Ift88"	chr14	+	57479896	57481511	57479896	57480005	57481395	57481511
643	"ENSMUSG00000022617.15"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428713	89428827
655	"ENSMUSG00000022216.17"	"Psme1"	chr14	+	55579594	55580041	55579594	55579627	55579930	55580041
685	"ENSMUSG00000006289.14"	"Osgep"	chr14	-	50916799	50917503	50916799	50916865	50917453	50917503
694	"ENSMUSG00000053205.9"	"Styx"	chr14	+	45367681	45368471	45367681	45367718	45368420	45368471
701	"ENSMUSG00000046169.10"	"Adamts6"	chr13	+	104444814	104445704	104444814	104444953	104445615	104445704
707	"ENSMUSG00000115987.1"	"Vps28"	chr15	-	76623170	76624175	76623170	76623272	76624085	76624175
745	"ENSMUSG00000021692.9"	"Dimt1"	chr13	+	106948700	106949785	106948700	106948787	106949691	106949785
805	"ENSMUSG00000021392.8"	"Nol8"	chr13	+	49675385	49676834	49675385	49675512	49676754	49676834
831	"ENSMUSG00000027297.14"	"Ltk"	chr2	-	119752065	119752598	119752065	119752156	119752496	119752598
872	"ENSMUSG00000073433.11"	"Arhgdig"	chr17	-	26199751	26200370	26199751	26199828	26200190	26200370
899	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84370255	84371558	84370255	84371031	84371450	84371558
996	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102196538	102197436	102196538	102196672	102197338	102197436
1007	"ENSMUSG00000039307.16"	"Hexdc"	chr11	+	121220863	121221590	121220863	121221161	121221500	121221590
1041	"ENSMUSG00000026349.14"	"Ccnt2"	chr1	+	127791604	127795800	127791604	127791733	127795254	127795800
1050	"ENSMUSG00000022489.6"	"Pde1b"	chr15	+	103526983	103528344	103526983	103527092	103528221	103528344
1065	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170872	78172683	78170872	78171298	78172450	78172683
1067	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974636	77973782	77973977	77974439	77974636
1118	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493185	61493646	61494266
1123	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8737653	8738254	8737653	8737729	8738152	8738254
1132	"ENSMUSG00000022756.17"	"Slc7a4"	chr16	-	17573555	17574586	17573555	17573664	17574473	17574586
1187	"ENSMUSG00000023764.18"	"Sfi1"	chr11	-	3133071	3135542	3133071	3133207	3134625	3135542
1188	"ENSMUSG00000023764.18"	"Sfi1"	chr11	-	3133071	3135542	3133071	3133207	3135282	3135542
1219	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161037315	161035982	161036014	161036819	161037315
1220	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161037315	161035982	161036244	161036819	161037315
1279	"ENSMUSG00000034771.15"	"Tle2"	chr10	+	81580256	81581755	81580256	81580667	81581644	81581755
1286	"ENSMUSG00000004933.17"	"Matk"	chr10	+	81261630	81262156	81261630	81261715	81261960	81262156
1295	"ENSMUSG00000055862.7"	"Izumo4"	chr10	+	80703729	80705373	80703729	80703928	80704417	80705373
1296	"ENSMUSG00000055862.7"	"Izumo4"	chr10	+	80704417	80705373	80704417	80704435	80705063	80705373
1333	"ENSMUSG00000056167.8"	"Cnot10"	chr9	-	114597478	114598835	114597478	114597606	114598704	114598835
1346	"ENSMUSG00000007603.9"	"Dus3l"	chr17	+	56768347	56768902	56768347	56768413	56768805	56768902
1355	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101295034	101295164
1376	"ENSMUSG00000019802.13"	"Sec63"	chr10	+	42796205	42798855	42796205	42796264	42798746	42798855
1381	"ENSMUSG00000021901.10"	"Bap1"	chr14	+	31257880	31258530	31257880	31258041	31258457	31258530
1386	"ENSMUSG00000061689.15"	"Dlgap4"	chr2	+	156748022	156748420	156748022	156748102	156748331	156748420
1445	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508382	108509224	108508382	108508530	108509148	108509224
1464	"ENSMUSG00000041528.15"	"Rnf123"	chr9	-	108069171	108069801	108069171	108069282	108069675	108069801
1575	"ENSMUSG00000021240.6"	"Abcd4"	chr12	-	84612324	84612896	84612324	84612445	84612779	84612896
1585	"ENSMUSG00000032115.14"	"Hyou1"	chr9	+	44380815	44381408	44380815	44380909	44381253	44381408
1592	"ENSMUSG00000032120.11"	"C2cd2l"	chr9	-	44313877	44315054	44313877	44314014	44314879	44315054
1601	"ENSMUSG00000022255.16"	"Mtdh"	chr15	+	34114023	34118110	34114023	34114108	34117879	34118110
1607	"ENSMUSG00000032128.15"	"Robo3"	chr9	-	37416696	37417801	37416696	37416920	37417690	37417801
1670	"ENSMUSG00000031939.16"	"Taf1d"	chr9	+	15311526	15314032	15311526	15311695	15313989	15314032
1684	"ENSMUSG00000047193.16"	"Dync2h1"	chr9	-	7168458	7169709	7168458	7168572	7169476	7169709
1692	"ENSMUSG00000039048.15"	"Foxred1"	chr9	-	35209037	35210165	35209037	35209156	35209944	35210165
1741	"ENSMUSG00000022721.19"	"Trmt2a"	chr16	+	18250819	18251660	18250819	18251001	18251358	18251660
1744	"ENSMUSG00000031796.7"	"Cfap20"	chr8	-	95420248	95422246	95420248	95420669	95422057	95422246
1832	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85076023	85076284	85076023	85076107	85076216	85076284
1835	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080053	85080225
1838	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080119	85080225
1839	"ENSMUSG00000005150.16"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079707	85080119	85080225
1842	"ENSMUSG00000031691.14"	"Tnpo2"	chr8	+	85054721	85055253	85054721	85054797	85055178	85055253
1881	"ENSMUSG00000031878.18"	"Nae1"	chr8	-	104527377	104530116	104527377	104527449	104530055	104530116
1889	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28370237	28371042	28370237	28370494	28370877	28371042
1935	"ENSMUSG00000055629.5"	"B4galnt4"	chr7	+	141064459	141064907	141064459	141064555	141064806	141064907
1951	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577688	127577974	127578029
1972	"ENSMUSG00000023259.16"	"Slc26a6"	chr9	+	108856331	108857105	108856331	108856442	108856940	108857105
1992	"ENSMUSG00000070425.13"	"Xntrpc"	chr7	+	102082040	102083018	102082040	102082441	102082972	102083018
2008	"ENSMUSG00000028245.15"	"Nsmaf"	chr4	-	6418471	6421136	6418471	6418523	6420049	6421136
2016	"ENSMUSG00000021868.7"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341
2105	"ENSMUSG00000022685.9"	"Parn"	chr16	-	13664655	13665981	13664655	13664737	13665901	13665981
2148	"ENSMUSG00000020329.12"	"Polrmt"	chr10	-	79737263	79737713	79737263	79737362	79737599	79737713
2285	"ENSMUSG00000074923.10"	"Pak6"	chr2	+	118693866	118694640	118693866	118694000	118694514	118694640
2290	"ENSMUSG00000026878.17"	"Rab14"	chr2	-	35180204	35183831	35180204	35182447	35183743	35183831
2301	"ENSMUSG00000027932.14"	"Slc27a3"	chr3	-	90386747	90387449	90386747	90386946	90387254	90387449
2443	"ENSMUSG00000030032.12"	"Wdr54"	chr6	-	83153516	83154975	83153516	83153617	83154921	83154975
2461	"ENSMUSG00000030058.17"	"Copg1"	chr6	+	87902197	87904941	87902197	87902441	87904815	87904941
2525	"ENSMUSG00000003549.9"	"Ercc1"	chr7	+	19355100	19355361	19355100	19355179	19355292	19355361
2542	"ENSMUSG00000023367.14"	"Tmem176a"	chr6	+	48842203	48843841	48842203	48842401	48843784	48843841
2567	"ENSMUSG00000062729.11"	"Ppox"	chr1	-	171279429	171280001	171279429	171279593	171279868	171280001
2581	"ENSMUSG00000028959.14"	"Fastk"	chr5	-	24443894	24444395	24443894	24444305	24444374	24444395
2658	"ENSMUSG00000036948.17"	"Map11"	chr5	-	138262169	138262744	138262169	138262317	138262657	138262744
2681	"ENSMUSG00000013858.14"	"Tmem259"	chr10	-	79977962	79978605	79977962	79978320	79978547	79978605
2689	"ENSMUSG00000019039.14"	"Dalrd3"	chr9	+	108571044	108571674	108571044	108571173	108571612	108571674
2690	"ENSMUSG00000019039.14"	"Dalrd3"	chr9	+	108571781	108572297	108571781	108571864	108572186	108572297
2708	"ENSMUSG00000000915.15"	"Hip1r"	chr5	+	124000711	124001311	124000711	124000774	124001205	124001311
2831	"ENSMUSG00000026958.13"	"Dpp7"	chr2	-	25353152	25354293	25353152	25353217	25354232	25354293
2853	"ENSMUSG00000047215.14"	"Rpl9"	chr5	-	65388363	65389151	65388363	65388441	65389070	65389151
2854	"ENSMUSG00000047215.14"	"Rpl9"	chr5	-	65388363	65390483	65388363	65388441	65390387	65390483
2910	"ENSMUSG00000037266.18"	"Rsrp1"	chr4	+	134925292	134926818	134925292	134925432	134926025	134926818
2953	"ENSMUSG00000084845.9"	"Tmem240"	chr4	+	155735397	155740564	155735397	155735504	155739845	155740564
2963	"ENSMUSG00000017721.15"	"Pigt"	chr2	+	164501080	164501650	164501080	164501168	164501484	164501650
2966	"ENSMUSG00000028028.11"	"Alpk1"	chr3	-	127684341	127686343	127684341	127684437	127686256	127686343
2988	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564202	30564607	30564202	30564394	30564473	30564607
3025	"ENSMUSG00000058254.12"	"Tspan7"	chrX	+	10590135	10596605	10590135	10590219	10595629	10596605
3028	"ENSMUSG00000039382.12"	"Wdr45"	chrX	+	7723314	7723753	7723314	7723357	7723564	7723753
3095	"ENSMUSG00000028582.14"	"Cc2d1b"	chr4	+	108625980	108626590	108625980	108626153	108626479	108626590
3117	"ENSMUSG00000029054.8"	"Gabrd"	chr4	-	155385934	155387291	155385934	155386146	155387153	155387291
3202	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569829	43569955
3238	"ENSMUSG00000033460.14"	"Armcx1"	chrX	+	134718369	134718818	134718369	134718461	134718655	134718818
3313	"ENSMUSG00000053819.16"	"Camk2d"	chr3	+	126770784	126771846	126770784	126770857	126771773	126771846
3320	"ENSMUSG00000008206.16"	"Cers4"	chr8	+	4519462	4520682	4519462	4519513	4520553	4520682
3327	"ENSMUSG00000006215.12"	"Zbtb17"	chr4	+	141465523	141466107	141465523	141465640	141465976	141466107
3330	"ENSMUSG00000030310.10"	"Slc6a1"	chr6	+	114301862	114302631	114301862	114301997	114302499	114302631
3409	"ENSMUSG00000027582.16"	"Zgpat"	chr2	+	181379773	181382314	181379773	181380179	181382193	181382314
3425	"ENSMUSG00000032067.6"	"Pts"	chr9	-	50524722	50526949	50524722	50524779	50526869	50526949
3437	"ENSMUSG00000001416.13"	"Cct3"	chr3	+	88299341	88300991	88299341	88299403	88300928	88300991
3445	"ENSMUSG00000002833.11"	"Hdgfl2"	chr17	+	56098483	56099075	56098483	56098557	56098973	56099075
3448	"ENSMUSG00000005687.14"	"Bcas2"	chr3	+	103174339	103177419	103174339	103174501	103177338	103177419
3454	"ENSMUSG00000059326.7"	"Csf2ra"	chr19	-	61225522	61226384	61225522	61225652	61225927	61226384
3455	"ENSMUSG00000059326.7"	"Csf2ra"	chr19	-	61225522	61226384	61225522	61225652	61226214	61226384
3468	"ENSMUSG00000024764.10"	"Naa40"	chr19	-	7229721	7230283	7229721	7229805	7230187	7230283
3476	"ENSMUSG00000109776.1"	"Gm30400"	chr10	+	78764245	78765559	78764245	78764486	78765472	78765559
3483	"ENSMUSG00000038930.11"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320861	80321181
3489	"ENSMUSG00000027936.18"	"Crtc2"	chr3	+	90258464	90259492	90258464	90258526	90259385	90259492
3507	"ENSMUSG00000020284.16"	"Cfap410"	chr10	+	77979752	77983041	77979752	77980547	77982869	77983041
3531	"ENSMUSG00000016346.17"	"Kcnq2"	chr2	-	181113062	181114729	181113062	181113238	181114638	181114729
3535	"ENSMUSG00000038990.14"	"Cables2"	chr2	-	180261076	180263155	180261076	180261180	180263077	180263155
3545	"ENSMUSG00000031578.5"	"Mak16"	chr8	-	31166061	31166632	31166061	31166213	31166522	31166632
3560	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954008	30955777	30955953
3614	"ENSMUSG00000056941.17"	"Commd7"	chr2	-	153618833	153621819	153618833	153619512	153621769	153621819
3644	"ENSMUSG00000038390.11"	"Gpr162"	chr6	-	124859491	124862122	124859491	124859649	124860818	124862122
3649	"ENSMUSG00000033526.16"	"Ppip5k1"	chr2	-	121348693	121349565	121348693	121348848	121349474	121349565
3652	"ENSMUSG00000027298.17"	"Tyro3"	chr2	+	119812059	119813299	119812059	119812181	119813162	119813299
3675	"ENSMUSG00000056962.11"	"Jmjd6"	chr11	-	116839837	116840545	116839837	116839931	116840447	116840545
3676	"ENSMUSG00000038900.17"	"Rpl12"	chr2	+	32962984	32963853	32962984	32963066	32963740	32963853
3749	"ENSMUSG00000024287.8"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986355	9986690	9986761
3753	"ENSMUSG00000031708.17"	"Tecr"	chr8	-	83572840	83573323	83572840	83572946	83573219	83573323
3817	"ENSMUSG00000026754.16"	"Golga1"	chr2	-	39047022	39047766	39047022	39047134	39047585	39047766
3849	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83052697	83053070	83052697	83052726	83053000	83053070
3850	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83052697	83053070	83052697	83052803	83053000	83053070
3868	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26915595	26916006	26915595	26915784	26915954	26916006
3875	"ENSMUSG00000005575.16"	"Ube2m"	chr7	-	13035237	13036315	13035237	13035754	13036211	13036315
3907	"ENSMUSG00000006906.10"	"Stambp"	chr6	-	83563822	83570519	83563822	83563918	83570302	83570519
3953	"ENSMUSG00000062906.12"	"Hdac10"	chr15	-	89126377	89126995	89126377	89126437	89126868	89126995
3962	"ENSMUSG00000025158.7"	"Rfng"	chr11	-	120782382	120783160	120782382	120782548	120783006	120783160
3988	"ENSMUSG00000027944.13"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997801	89998003
4004	"ENSMUSG00000028621.17"	"Cyb5rl"	chr4	+	107068611	107070547	107068611	107068823	107070115	107070547
4036	"ENSMUSG00000006301.17"	"Tmbim1"	chr1	-	74291694	74292888	74291694	74291734	74292834	74292888
4098	"ENSMUSG00000002032.17"	"Tmem25"	chr9	-	44795190	44795712	44795190	44795277	44795681	44795712
4116	"ENSMUSG00000026269.14"	"Rnpepl1"	chr1	+	92916710	92917746	92916710	92916946	92917633	92917746
4181	"ENSMUSG00000024645.5"	"Timm21"	chr18	-	84947833	84949291	84947833	84947939	84949193	84949291
4203	"ENSMUSG00000027238.17"	"Frmd5"	chr2	-	121545528	121548023	121545528	121547648	121547971	121548023
