ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
292	"ENSMUSG00000018589.8"	"Glra2"	chrX	-	165254220	165254358	165252219	165252434	165257105	165257188
293	"ENSMUSG00000047757.17"	"Fancb"	chrX	+	164987704	164987797	164986559	164986712	164991544	164991688
294	"ENSMUSG00000061778.10"	"Mospd2"	chrX	-	164963926	164964013	164960917	164962206	164964981	164965137
301	"ENSMUSG00000031381.16"	"Piga"	chrX	+	164428539	164428672	164422583	164422986	164428810	164429017
302	"ENSMUSG00000031379.13"	"Pir"	chrX	+	164271602	164271731	164269430	164269677	164280128	164280221
303	"ENSMUSG00000031379.13"	"Pir"	chrX	+	164280128	164280221	164271602	164271731	164295914	164295998
304	"ENSMUSG00000031379.13"	"Pir"	chrX	+	164307203	164307321	164300223	164300430	164330014	164330099
305	"ENSMUSG00000031379.13"	"Pir"	chrX	+	164342473	164342518	164330014	164330099	164358147	164358230
307	"ENSMUSG00000031367.15"	"Ap1s2"	chrX	+	163920905	163921000	163917705	163917843	163931362	163931371
310	"ENSMUSG00000031367.15"	"Ap1s2"	chrX	+	163931362	163931371	163920905	163921000	163932132	163933666
313	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	162903433	162903638	162901631	162901747	162910008	162910179
314	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	162903433	162903638	162901768	162901914	162910008	162910179
315	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	162910008	162910179	162903433	162903638	162913207	162913308
317	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	162922389	162922470	162921449	162921533	162927404	162927556
318	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	162975182	162975279	162941800	162941844	162996704	162996760
319	"ENSMUSG00000031360.14"	"Ctps2"	chrX	+	163011061	163011206	163000061	163000158	163029766	163029878
320	"ENSMUSG00000038344.14"	"Txlng"	chrX	-	162787558	162787678	162786616	162786691	162790611	162790806
321	"ENSMUSG00000038344.14"	"Txlng"	chrX	-	162807484	162807576	162797639	162797810	162811291	162811388
322	"ENSMUSG00000038344.14"	"Txlng"	chrX	-	162811291	162811595	162797639	162797810	162829238	162829454
326	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160523271	160523430	160502433	160502904	160527729	160527776
329	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160543633	160543687	160541368	160541515	160544211	160544334
331	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160560099	160560178	160558466	160558576	160562722	160562749
332	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160588964	160589018	160586778	160586949	160590167	160590368
333	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160588964	160589018	160586778	160586949	160598467	160598878
334	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160590165	160590368	160588964	160589018	160590938	160591141
335	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160590167	160590368	160586778	160586949	160598467	160598878
336	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160590167	160590368	160588964	160589018	160590938	160591141
337	"ENSMUSG00000031295.13"	"Phka2"	chrX	+	160590167	160590368	160588964	160589018	160598467	160598878
344	"ENSMUSG00000031299.10"	"Pdha1"	chrX	-	160128464	160128557	160127572	160127728	160129409	160129501
345	"ENSMUSG00000031299.10"	"Pdha1"	chrX	-	160132068	160132242	160130108	160130235	160133172	160133232
348	"ENSMUSG00000041020.14"	"Map7d2"	chrX	+	159460266	159460365	159459377	159459483	159469962	159470093
350	"ENSMUSG00000041020.14"	"Map7d2"	chrX	+	159462113	159462224	159460266	159460365	159469962	159470093
351	"ENSMUSG00000041020.14"	"Map7d2"	chrX	+	159491767	159491824	159490679	159490784	159492323	159492411
352	"ENSMUSG00000041020.14"	"Map7d2"	chrX	+	159496034	159496309	159492897	159493084	159497583	159498583
354	"ENSMUSG00000031309.15"	"Rps6ka3"	chrX	+	159278109	159278203	159255781	159256188	159285265	159285322
355	"ENSMUSG00000031309.15"	"Rps6ka3"	chrX	+	159278109	159278203	159276275	159276336	159279166	159279203
357	"ENSMUSG00000031309.15"	"Rps6ka3"	chrX	+	159279166	159279203	159278109	159278203	159285265	159285322
365	"ENSMUSG00000025287.15"	"Acot9"	chrX	+	155293908	155293976	155286288	155286365	155295162	155295274
366	"ENSMUSG00000025287.15"	"Acot9"	chrX	+	155295421	155295512	155295162	155295274	155295682	155295768
368	"ENSMUSG00000086316.8"	"Nbdy"	chrX	+	153725704	153725841	153723589	153723937	153728861	153728939
369	"ENSMUSG00000086316.8"	"Nbdy"	chrX	+	153725704	153725841	153723589	153723937	153741039	153741920
371	"ENSMUSG00000086316.8"	"Nbdy"	chrX	+	153728861	153728939	153723589	153723937	153741039	153741084
374	"ENSMUSG00000041649.13"	"Klf8"	chrX	+	153360295	153360483	153237950	153238092	153370844	153370918
376	"ENSMUSG00000041658.12"	"Rragb"	chrX	+	153158194	153158290	153153130	153153353	153160401	153160524
379	"ENSMUSG00000084885.7"	"3010001F23Rik"	chrX	+	152385644	152385752	152369841	152370022	152403312	152403477
380	"ENSMUSG00000084885.7"	"3010001F23Rik"	chrX	+	152403312	152403477	152385644	152385752	152416290	152416698
381	"ENSMUSG00000056679.13"	"Gpr173"	chrX	-	152367420	152367510	152343597	152347708	152368050	152368704
383	"ENSMUSG00000087403.9"	"Kantr"	chrX	-	152327160	152327239	152319796	152320284	152327365	152327463
384	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152166933	152166963	152144267	152145179	152180996	152181092
385	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152166933	152166963	152144267	152145179	152193865	152194601
386	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152166933	152166963	152144267	152145179	152202907	152203169
387	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152166933	152166963	152144267	152145179	152208769	152209665
388	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152180996	152181092	152144271	152145179	152193865	152194601
389	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152180996	152181092	152144271	152145179	152202907	152203169
390	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152180996	152181092	152166933	152166963	152193865	152194601
391	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152180996	152181092	152166933	152166963	152202907	152203169
394	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152202907	152203169	152144267	152145179	152208769	152209665
395	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152202907	152203169	152166933	152166963	152208769	152209665
396	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152203931	152204333	152202907	152203169	152208769	152209665
397	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152208769	152209665	152203931	152204333	152211209	152211371
398	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152211209	152211371	152208769	152209665	152212021	152212144
399	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152213286	152213453	152212021	152212144	152215500	152215640
401	"ENSMUSG00000041133.11"	"Smc1a"	chrX	+	152033698	152033884	152029190	152029398	152033979	152034159
402	"ENSMUSG00000025264.12"	"Tsr2"	chrX	-	151090595	151090781	151087094	151090414	151091675	151091767
403	"ENSMUSG00000025264.12"	"Tsr2"	chrX	-	151090604	151090781	151087093	151090414	151091675	151091767
404	"ENSMUSG00000025264.12"	"Tsr2"	chrX	-	151091675	151091767	151087093	151090414	151096164	151096255
406	"ENSMUSG00000025271.13"	"Pfkfb1"	chrX	+	150620768	150620825	150613876	150613951	150622081	150622203
409	"ENSMUSG00000031290.14"	"Lrch2"	chrX	-	147488233	147488278	147481614	147481672	147491834	147491951
412	"ENSMUSG00000031289.10"	"Il13ra2"	chrX	-	147384443	147384559	147383475	147383677	147388213	147388358
413	"ENSMUSG00000031289.10"	"Il13ra2"	chrX	-	147400821	147400929	147397871	147397980	147403732	147403832
415	"ENSMUSG00000071679.4"	"Rtl4"	chrX	+	145101160	145101241	144690419	144690519	145109430	145109485
416	"ENSMUSG00000071679.4"	"Rtl4"	chrX	+	145117927	145117990	145116854	145116966	145119332	145122411
417	"ENSMUSG00000041710.4"	"Trpc5"	chrX	-	144480959	144481481	144427484	144427821	144523463	144523862
418	"ENSMUSG00000041718.16"	"Alg13"	chrX	+	144319512	144319664	144318002	144318121	144319898	144320061
421	"ENSMUSG00000041718.16"	"Alg13"	chrX	+	144339724	144339771	144338963	144339014	144340719	144340792
426	"ENSMUSG00000047045.17"	"Tmem164"	chrX	+	142682290	142682949	142681417	142681556	142805989	142806068
428	"ENSMUSG00000047045.17"	"Tmem164"	chrX	+	142770966	142771033	142681414	142681556	142805989	142806068
432	"ENSMUSG00000042271.13"	"Nxt2"	chrX	+	142229523	142229610	142228176	142228381	142236783	142236928
433	"ENSMUSG00000079418.3"	"Atg4a"	chrX	+	140995562	140995641	140995261	140995440	141158726	141158872
434	"ENSMUSG00000000266.11"	"Mid2"	chrX	+	140693066	140693162	140678027	140678711	140736434	140736542
435	"ENSMUSG00000000266.11"	"Mid2"	chrX	+	140736434	140736542	140693066	140693162	140738319	140738468
436	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140362144	140362299	140342262	140342389	140368818	140368864
437	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140365728	140365831	140362144	140362299	140368818	140368864
438	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140365728	140365831	140362144	140362299	140384002	140384107
439	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140368818	140368864	140362144	140362299	140384002	140384107
440	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140368818	140368864	140362144	140362299	140388490	140388598
441	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140368818	140368864	140365728	140365831	140384002	140384107
442	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140384002	140384107	140362144	140362299	140388490	140388598
443	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140384002	140384107	140368818	140368864	140388490	140388598
444	"ENSMUSG00000042425.18"	"Frmpd3"	chrX	+	140393776	140393896	140391322	140391454	140398862	140398999
446	"ENSMUSG00000042473.8"	"Tbc1d8b"	chrX	+	139700998	139701109	139684995	139685310	139704601	139704720
447	"ENSMUSG00000042473.8"	"Tbc1d8b"	chrX	+	139707116	139707357	139705955	139706181	139712253	139712461
448	"ENSMUSG00000042473.8"	"Tbc1d8b"	chrX	+	139746350	139746407	139745207	139745291	139749947	139750045
449	"ENSMUSG00000031438.11"	"Rnf128"	chrX	+	139642285	139642533	139610619	139611289	139658815	139658887
453	"ENSMUSG00000031428.11"	"Zcchc18"	chrX	+	136993706	136993761	136993154	136993352	136993930	136994070
454	"ENSMUSG00000031428.11"	"Zcchc18"	chrX	+	136993706	136993761	136993158	136993404	136993930	136994070
456	"ENSMUSG00000044348.14"	"Slc25a53"	chrX	-	137027989	137028154	137015256	137016339	137032350	137032500
457	"ENSMUSG00000044348.14"	"Slc25a53"	chrX	-	137030025	137030099	137027989	137028154	137032350	137032500
458	"ENSMUSG00000044348.14"	"Slc25a53"	chrX	-	137032350	137032500	137016248	137016339	137038165	137038272
462	"ENSMUSG00000087368.7"	"BC065397"	chrX	+	136760417	136760575	136759855	136759918	136788520	136788617
463	"ENSMUSG00000087368.7"	"BC065397"	chrX	+	136761990	136762088	136760417	136760575	136788520	136788617
464	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136594201	136594250	136592858	136592963	136667059	136667190
465	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136594201	136594250	136592858	136592963	136667123	136667190
466	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136639726	136639846	136594201	136594250	136645745	136645867
467	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136639726	136639846	136594201	136594250	136667123	136667190
468	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136645745	136645867	136594201	136594250	136667123	136667190
469	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136645745	136645867	136639726	136639846	136667123	136667190
470	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136667059	136667190	136666402	136666555	136667510	136667549
471	"ENSMUSG00000044550.11"	"Tceal3"	chrX	+	136667123	136667190	136666374	136666555	136667510	136667693
473	"ENSMUSG00000057439.12"	"Kir3dl2"	chrX	-	136469002	136469096	136468733	136468769	136515612	136515645
474	"ENSMUSG00000079428.8"	"Tceal7"	chrX	+	136215402	136215423	136214778	136215003	136224901	136224972
481	"ENSMUSG00000072966.11"	"Gprasp2"	chrX	+	135839782	135839872	135839105	135839262	135840392	135840469
483	"ENSMUSG00000072964.14"	"Bhlhb9"	chrX	+	135848677	135848739	135845854	135845953	135885348	135886926
487	"ENSMUSG00000031409.1"	"Tceal6"	chrX	-	135209890	135209957	135208686	135209570	135210524	135210687
488	"ENSMUSG00000049804.9"	"Armcx4"	chrX	+	134687147	134687225	134686518	134686637	134688016	134688106
489	"ENSMUSG00000049804.9"	"Armcx4"	chrX	+	134688016	134688106	134687147	134687225	134688449	134688532
490	"ENSMUSG00000079435.9"	"Rpl36a"	chrX	+	134586510	134586578	134585688	134586183	134587450	134587573
491	"ENSMUSG00000079435.9"	"Rpl36a"	chrX	+	134586511	134586578	134585700	134586183	134587450	134587573
493	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134243014	134243161	134240976	134241071	134261576	134261647
495	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134267330	134267561	134266260	134266315	134270509	134270585
496	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134267330	134267561	134266260	134266315	134276845	134276927
497	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134270509	134270585	134266260	134266315	134276845	134276920
508	"ENSMUSG00000025597.13"	"Klhl4"	chrX	+	114521614	114521779	114474332	114474845	114530022	114530154
509	"ENSMUSG00000025597.13"	"Klhl4"	chrX	+	114522298	114522435	114521614	114521779	114525631	114525828
510	"ENSMUSG00000025597.13"	"Klhl4"	chrX	+	114525631	114525828	114521614	114521779	114530022	114530154
514	"ENSMUSG00000025592.17"	"Dach2"	chrX	+	113452457	113452496	113297927	113298077	113556247	113556299
517	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113064846	113064943	113053061	113053160	113071916	113072021
518	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113064846	113064943	113053061	113053160	113080137	113080215
519	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113069578	113069642	113064846	113064943	113071916	113072021
520	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113071916	113072021	113053061	113053160	113080137	113080215
521	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113071916	113072021	113064846	113064943	113080137	113080215
523	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113159503	113159570	113080137	113080215	113185440	113185509
525	"ENSMUSG00000025529.14"	"Zfp711"	chrX	+	112628103	112628148	112624738	112624876	112631825	112631910
528	"ENSMUSG00000025525.12"	"Apool"	chrX	+	112364461	112364570	112354160	112354252	112372193	112372430
529	"ENSMUSG00000034551.12"	"Hdx"	chrX	-	111649836	111649890	111622300	111622447	111659633	111660743
535	"ENSMUSG00000031245.8"	"Hmgn5"	chrX	-	109010856	109010886	109010553	109010607	109013251	109013404
536	"ENSMUSG00000031245.8"	"Hmgn5"	chrX	-	109011421	109011445	109010856	109010886	109013251	109013404
537	"ENSMUSG00000063663.11"	"Brwd3"	chrX	-	108749282	108749441	108737015	108743770	108750230	108750328
544	"ENSMUSG00000073010.9"	"Gm5127"	chrX	+	106703863	106704021	106674560	106674666	106709075	106709862
545	"ENSMUSG00000073010.9"	"Gm5127"	chrX	+	106708734	106708833	106703863	106704021	106709075	106709862
546	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105819342	105819520	105818031	105818226	105820775	105820884
548	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105845794	105845941	105845496	105845674	105846685	105846773
552	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105899880	105899993	105890916	105890972	105910573	105910643
553	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105899880	105899993	105890916	105890972	105911469	105911654
556	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105910573	105910643	105890916	105890972	105911469	105911654
558	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105911469	105911654	105890916	105890972	105928958	105929350
559	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105911469	105911654	105890916	105890972	105929099	105929346
560	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105911469	105911654	105899880	105899993	105928487	105928577
563	"ENSMUSG00000087620.7"	"5330434G04Rik"	chrX	-	105378015	105378120	105350359	105351199	105382752	105382949
566	"ENSMUSG00000031226.13"	"Pbdc1"	chrX	+	105081937	105082078	105081370	105081430	105082693	105082805
567	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105042603	105042817	105038816	105039812	105043129	105043304
568	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105043124	105043304	105038807	105039812	105044001	105044111
569	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105043129	105043304	105038816	105039812	105044001	105044111
570	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105044001	105044111	105038807	105039812	105047908	105048010
571	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105044001	105044111	105038807	105039812	105066758	105066877
572	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105047908	105048010	105037196	105039812	105066758	105066877
576	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105069610	105069675	105067864	105068628	105069999	105070035
577	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105069610	105069699	105068463	105068628	105069999	105070087
578	"ENSMUSG00000033906.5"	"Zdhhc15"	chrX	-	104588300	104588421	104574168	104574238	104598091	104598186
579	"ENSMUSG00000033906.5"	"Zdhhc15"	chrX	-	104598091	104598186	104588300	104588421	104632583	104632610
580	"ENSMUSG00000033906.5"	"Zdhhc15"	chrX	-	104632583	104632610	104598091	104598186	104670663	104671064
581	"ENSMUSG00000073016.3"	"Uprt"	chrX	+	104495735	104495778	104482817	104483349	104499403	104499466
582	"ENSMUSG00000073016.3"	"Uprt"	chrX	+	104498274	104498344	104495735	104495778	104499403	104499466
583	"ENSMUSG00000086370.9"	"Ftx"	chrX	-	103584682	103584810	103581901	103582015	103588111	103588171
588	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103496437	103496530	103493557	103493700	103502859	103502930
589	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103496437	103496530	103493557	103493700	103524866	103524996
590	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103496437	103496530	103493718	103493947	103524866	103524996
591	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103502930	103493563	103493700	103524866	103525012
592	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103502930	103496437	103496530	103509269	103510017
593	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103502930	103496437	103496530	103518310	103518357
594	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103502930	103496437	103496530	103524866	103525012
595	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103503192	103493563	103493700	103524866	103524996
596	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103503192	103496437	103496530	103509269	103510017
597	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103503192	103496437	103496530	103518310	103518357
598	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103502859	103503192	103496437	103496530	103524866	103524996
599	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103507364	103507586	103493555	103493700	103524866	103525012
600	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103518310	103518357	103496437	103496530	103524866	103524996
601	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103518310	103518357	103502859	103502930	103524866	103524996
602	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103518310	103518357	103502859	103503192	103524866	103524996
603	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103524866	103524996	103496437	103496530	103529644	103530710
604	"ENSMUSG00000097571.9"	"Jpx"	chrX	+	103524866	103524996	103496437	103496530	103564966	103565696
607	"ENSMUSG00000079481.11"	"Nhsl2"	chrX	+	102073351	102073479	102071323	102071479	102076161	102076293
608	"ENSMUSG00000079481.11"	"Nhsl2"	chrX	+	102073781	102073974	102073351	102073479	102076161	102076293
609	"ENSMUSG00000079481.11"	"Nhsl2"	chrX	+	102076161	102076293	101961796	101961827	102077481	102079797
610	"ENSMUSG00000079481.11"	"Nhsl2"	chrX	+	102076161	102076293	102005043	102005143	102077481	102079797
615	"ENSMUSG00000034160.13"	"Ogt"	chrX	+	101642975	101643156	101640063	101640322	101643946	101644190
616	"ENSMUSG00000034160.13"	"Ogt"	chrX	+	101643005	101643156	101640139	101640322	101643946	101644190
618	"ENSMUSG00000034160.13"	"Ogt"	chrX	+	101670030	101670120	101669756	101669915	101672447	101672573
619	"ENSMUSG00000034160.13"	"Ogt"	chrX	+	101673322	101673439	101673042	101673213	101673541	101673712
620	"ENSMUSG00000031314.18"	"Taf1"	chrX	+	101540759	101541001	101539067	101539187	101542463	101542682
621	"ENSMUSG00000031314.18"	"Taf1"	chrX	+	101540822	101541001	101539067	101539187	101542463	101542682
624	"ENSMUSG00000031311.17"	"Nono"	chrX	+	101445294	101445334	101444687	101444790	101446118	101446228
626	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101410056	101410160	101409611	101409780	101411212	101411359
630	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101417286	101417330	101416908	101416981	101418272	101418952
631	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101417286	101417330	101416908	101416981	101418794	101418952
633	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101418272	101418952	101417286	101417330	101420539	101420685
637	"ENSMUSG00000096056.1"	"Gm21986"	chrX	+	101308756	101308906	101301784	101302431	101315131	101315317
638	"ENSMUSG00000079487.11"	"Med12"	chrX	+	101282049	101282100	101281737	101281882	101282400	101282519
639	"ENSMUSG00000079487.11"	"Med12"	chrX	+	101293792	101293870	101293424	101293630	101293957	101294012
641	"ENSMUSG00000046032.16"	"Snx12"	chrX	-	101215482	101215578	101214400	101214525	101222261	101222549
643	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100808052	100808152	100807179	100807255	100809861	100809907
644	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100808052	100808152	100807179	100807255	100811501	100811543
645	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100809861	100809907	100807179	100807255	100811501	100811543
646	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100809861	100809907	100808052	100808152	100811501	100811543
647	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100809861	100809907	100808052	100808152	100812725	100812776
648	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100811501	100811543	100807999	100808152	100812725	100812776
650	"ENSMUSG00000000881.12"	"Dlg3"	chrX	+	100812725	100812776	100809861	100809907	100813336	100813438
651	"ENSMUSG00000019359.14"	"Gdpd2"	chrX	+	100737750	100737833	100737464	100737612	100738116	100738142
652	"ENSMUSG00000015668.13"	"Pdzd11"	chrX	-	100623582	100623643	100622882	100623427	100623861	100623960
656	"ENSMUSG00000047694.12"	"Yipf6"	chrX	+	98940786	98940829	98940121	98940200	98942777	98942906
657	"ENSMUSG00000031214.13"	"Ophn1"	chrX	-	98563629	98563680	98559585	98559627	98564715	98564881
659	"ENSMUSG00000031214.13"	"Ophn1"	chrX	-	98626913	98627073	98597027	98597175	98640907	98641013
660	"ENSMUSG00000031214.13"	"Ophn1"	chrX	-	98698286	98698349	98695998	98696073	98698855	98698889
