ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
74	"ENSMUSG00000050379.15"	"Septin6"	chrX	-	36926781	36926914	36930098	36930267	36922839	36923030	36934383	36934480
75	"ENSMUSG00000096911.7"	"Gm2165"	chrX	+	28698042	28698075	28698271	28698435	28697445	28697532	28698993	28699106
76	"ENSMUSG00000093817.7"	"Gm2101"	chrX	+	27690057	27690090	27690286	27690450	27689460	27689547	27691008	27691121
77	"ENSMUSG00000037217.15"	"Syn1"	chrX	-	20864760	20864863	20864954	20865029	20863583	20863730	20865118	20865261
78	"ENSMUSG00000040147.14"	"Maob"	chrX	-	16807534	16807716	16815250	16815446	16770924	16771019	16817229	16817320
79	"ENSMUSG00000031007.2"	"Atp6ap2"	chrX	+	12604866	12604962	12605117	12605255	12596155	12596287	12606280	12606334
80	"ENSMUSG00000031007.2"	"Atp6ap2"	chrX	+	12606930	12607080	12608834	12608954	12606280	12606334	12615681	12617049
81	"ENSMUSG00000020261.15"	"Slc36a1"	chr11	+	55223598	55223817	55224954	55225053	55221996	55222081	55225965	55226132
82	"ENSMUSG00000031166.13"	"Wdr13"	chrX	-	8128968	8129276	8130002	8130133	8128033	8128214	8130255	8130365
83	"ENSMUSG00000031166.13"	"Wdr13"	chrX	-	8128968	8129276	8130255	8130365	8128033	8128214	8131384	8131591
84	"ENSMUSG00000021357.14"	"Exoc2"	chr13	-	30877547	30877613	30882248	30882373	30877242	30877400	30886188	30886314
85	"ENSMUSG00000031153.16"	"Gripap1"	chrX	+	7794259	7794286	7794991	7795099	7792275	7792337	7799289	7799428
86	"ENSMUSG00000021395.11"	"Spin1"	chr13	+	51127924	51127973	51139356	51139610	51123087	51123288	51144301	51144535
87	"ENSMUSG00000021395.11"	"Spin1"	chr13	+	51139356	51139610	51144301	51144535	51127924	51127973	51148961	51152546
88	"ENSMUSG00000085793.2"	"Lin52"	chr12	+	84457948	84457986	84459618	84459685	84456240	84456315	84462368	84462452
89	"ENSMUSG00000085793.2"	"Lin52"	chr12	+	84459618	84459685	84462368	84462452	84457395	84457986	84529689	84529709
90	"ENSMUSG00000026839.17"	"Upp2"	chr2	+	58763674	58763792	58771420	58771579	58755179	58755422	58774115	58774230
91	"ENSMUSG00000048424.17"	"Ranbp3l"	chr15	+	9000786	9000845	9001624	9001664	8968001	8968516	9002089	9002167
92	"ENSMUSG00000032656.14"	"Marchf3"	chr18	-	56783018	56783228	56807663	56807868	56775851	56776108	56811831	56812019
93	"ENSMUSG00000024993.15"	"Fam45a"	chr19	+	60822294	60822406	60825830	60825931	60821206	60821355	60830786	60830864
94	"ENSMUSG00000024993.15"	"Fam45a"	chr19	+	60825830	60825931	60830786	60830894	60822294	60822406	60832583	60832678
95	"ENSMUSG00000021215.15"	"Net1"	chr13	-	3907796	3907856	3912867	3912934	3888870	3888978	3917937	3918220
96	"ENSMUSG00000054843.9"	"Atrnl1"	chr19	+	57797424	57797503	57935596	57935704	57777883	57777945	58042327	58042442
97	"ENSMUSG00000054843.9"	"Atrnl1"	chr19	+	57935596	57935704	58042327	58042442	57797424	57797503	58131092	58133343
98	"ENSMUSG00000020668.10"	"Kif3c"	chr12	+	3390437	3390554	3401682	3401791	3389622	3389741	3402433	3402606
99	"ENSMUSG00000044948.17"	"Cfap43"	chr19	-	47739923	47739966	47745443	47745603	47739669	47739834	47746628	47746741
100	"ENSMUSG00000025041.17"	"Nt5c2"	chr19	-	46909489	46909548	46924261	46924335	46904974	46905092	46950845	46950965
101	"ENSMUSG00000025041.17"	"Nt5c2"	chr19	-	46924261	46924335	46950845	46950965	46904974	46905092	46962271	46962308
102	"ENSMUSG00000025041.17"	"Nt5c2"	chr19	-	46924261	46924335	46950845	46950965	46904974	46905092	47014697	47015153
103	"ENSMUSG00000062376.7"	"Borcs7"	chr19	+	46699555	46699618	46699737	46699781	46689905	46690085	46700774	46700795
104	"ENSMUSG00000037126.16"	"Psd"	chr19	-	46314175	46314333	46314462	46314533	46313653	46313798	46314612	46314803
105	"ENSMUSG00000037126.16"	"Psd"	chr19	-	46320768	46320966	46322055	46322496	46320526	46320607	46323127	46323482
106	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45423132	45423240	45471014	45471104	45363750	45363886	45502931	45503163
107	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45423132	45423240	45456532	45456610	45406544	45406586	45471014	45471104
108	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45423132	45423240	45471014	45471104	45406544	45406586	45502931	45503163
109	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45363832	45363886	45502931	45503163
110	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45423132	45423240	45502931	45503163
111	"ENSMUSG00000025816.15"	"Sec61a2"	chr2	-	5877854	5878008	5882580	5882690	5876840	5877001	5882817	5882949
112	"ENSMUSG00000036097.8"	"Slf2"	chr19	+	44959004	44959080	44960733	44960875	44952068	44952171	44966966	44967069
113	"ENSMUSG00000036450.4"	"Hif1an"	chr19	+	44569403	44569510	44569892	44569956	44568334	44568480	44570226	44570337
114	"ENSMUSG00000067242.11"	"Lgi1"	chr19	+	38283969	38284041	38284141	38284213	38265409	38265646	38297928	38298000
115	"ENSMUSG00000094707.2"	"A830019P07Rik"	chr19	-	35842363	35842421	35888234	35888460	35841273	35841329	35923486	35923547
116	"ENSMUSG00000013662.6"	"Atad1"	chr19	-	32706834	32707009	32737227	32737274	32702539	32702638	32739641	32739783
117	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824126	35824202	35824278	35824369	35823806	35823863	35824565	35824709
118	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824278	35824369	35824565	35824709	35823806	35823863	35824832	35824952
119	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824278	35824369	35824565	35824709	35824126	35824202	35824832	35824952
120	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824565	35824709	35824832	35824952	35824278	35824369	35825430	35825526
121	"ENSMUSG00000052920.16"	"Prkg1"	chr19	-	31302285	31302399	31585566	31585733	30993056	30993162	31663970	31664370
122	"ENSMUSG00000024810.16"	"Il33"	chr19	+	29954542	29954668	29955200	29955251	29952729	29952840	29956900	29956998
123	"ENSMUSG00000029632.7"	"Ndufa4"	chr6	-	11906019	11906108	11907323	11907384	11905201	11905262	11907472	11907497
124	"ENSMUSG00000040929.17"	"Rfx3"	chr19	-	27867512	27867610	27900778	27900903	27849710	27849969	28010971	28011048
125	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248577	128248720	128248886	128248974	128248419	128248472	128249089	128249195
126	"ENSMUSG00000024975.13"	"Pdcd4"	chr19	+	53926205	53926313	53926534	53926645	53922016	53922131	53927193	53927333
127	"ENSMUSG00000024642.17"	"Tle4"	chr19	-	14491782	14491799	14516358	14516375	14468151	14468271	14517771	14517973
128	"ENSMUSG00000024642.17"	"Tle4"	chr19	-	14544787	14544862	14564388	14564451	14517771	14517973	14594383	14594428
129	"ENSMUSG00000034445.8"	"Cyb561a3"	chr19	+	10585181	10585390	10586690	10586845	10582297	10582496	10587821	10587978
130	"ENSMUSG00000024666.6"	"Tmem138"	chr19	-	10571528	10571604	10574836	10575008	10570477	10571268	10575239	10575511
131	"ENSMUSG00000024666.6"	"Tmem138"	chr19	-	10571528	10571604	10574836	10574935	10570479	10571268	10575239	10575511
132	"ENSMUSG00000118346.1"	"Tmem179b"	chr19	-	8773289	8773424	8773504	8773622	8773027	8773106	8774334	8774467
133	"ENSMUSG00000118346.1"	"Tmem179b"	chr19	-	8773289	8773424	8773504	8773692	8773027	8773106	8774334	8774467
134	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7278041	7278086	7281797	7281959	7276758	7277450	7282725	7282823
135	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7279110	7279278	7280997	7281255	7278041	7278086	7281797	7281959
136	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7280997	7281255	7281797	7281959	7278041	7278086	7282725	7282823
137	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7290602	7290782	7341167	7341254	7290336	7290369	7341498	7341642
138	"ENSMUSG00000024962.13"	"Vegfb"	chr19	-	6986020	6986094	6986289	6986486	6985804	6985840	6986773	6986816
139	"ENSMUSG00000024962.13"	"Vegfb"	chr19	-	6986020	6986094	6986773	6986816	6985804	6985840	6987351	6987629
140	"ENSMUSG00000024962.13"	"Vegfb"	chr19	-	6986289	6986486	6986773	6986816	6986020	6986094	6987351	6987629
141	"ENSMUSG00000058966.13"	"Fam57b"	chr7	+	126825010	126825094	126827465	126827700	126823302	126824212	126828800	126828896
142	"ENSMUSG00000057858.8"	"Fam204a"	chr19	-	60220329	60220360	60221053	60221304	60220039	60220139	60226231	60226677
143	"ENSMUSG00000024777.10"	"Ppp2r5b"	chr19	-	6230385	6230436	6230501	6230555	6230155	6230275	6230906	6231015
144	"ENSMUSG00000024777.10"	"Ppp2r5b"	chr19	-	6230501	6230555	6230906	6231015	6230385	6230436	6231115	6231175
145	"ENSMUSG00000000441.17"	"Raf1"	chr6	-	115626938	115626966	115631214	115631368	115626711	115626839	115632896	115632995
146	"ENSMUSG00000040990.17"	"Sh3kbp1"	chrX	+	159817241	159817298	159824474	159824549	159816576	159816706	159828373	159828579
147	"ENSMUSG00000024937.15"	"Ehbp1l1"	chr19	-	5710210	5710310	5710573	5710697	5708757	5708831	5710792	5710848
148	"ENSMUSG00000024937.15"	"Ehbp1l1"	chr19	-	5717661	5720407	5720685	5720726	5717038	5717196	5720808	5720877
149	"ENSMUSG00000024937.15"	"Ehbp1l1"	chr19	-	5719947	5720407	5720685	5720726	5717038	5717196	5720808	5720877
150	"ENSMUSG00000024937.15"	"Ehbp1l1"	chr19	-	5720184	5720407	5720685	5720726	5717038	5717196	5720808	5720877
151	"ENSMUSG00000024909.15"	"Efemp2"	chr19	+	5477561	5477684	5477926	5478043	5476065	5476272	5478200	5478320
152	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75604311	75604584	75604642	75604800	75603966	75604162	75605255	75605402
153	"ENSMUSG00000042569.13"	"Dhrs7b"	chr11	+	60852418	60852511	60855699	60855852	60851741	60851958	60857717	60858423
154	"ENSMUSG00000024875.5"	"Yif1a"	chr19	+	5091540	5091696	5092128	5092222	5091367	5091425	5092301	5092505
155	"ENSMUSG00000006464.9"	"Bbs1"	chr19	-	4903013	4903052	4903145	4903192	4902842	4902915	4903701	4903974
156	"ENSMUSG00000040247.6"	"Tbc1d10c"	chr19	-	4187941	4188131	4188245	4188311	4185351	4185506	4188943	4189054
157	"ENSMUSG00000040247.6"	"Tbc1d10c"	chr19	-	4188245	4188311	4188943	4189054	4187941	4188131	4189212	4189319
158	"ENSMUSG00000024830.17"	"Rps6kb2"	chr19	-	4159226	4159327	4159402	4159460	4159002	4159093	4161067	4161215
159	"ENSMUSG00000024830.17"	"Rps6kb2"	chr19	-	4159402	4159460	4159565	4159705	4159226	4159327	4161067	4161215
160	"ENSMUSG00000037652.15"	"Phc3"	chr3	-	30942408	30942652	30948701	30948800	30936284	30937156	30950875	30951031
161	"ENSMUSG00000024843.15"	"Chka"	chr19	+	3875734	3875788	3882009	3882120	3864647	3864759	3884471	3884585
162	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3507241	3507355	3511928	3512041	3496521	3496651	3514653	3514719
163	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3511928	3512041	3514653	3514719	3507241	3507355	3518244	3518382
164	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3514653	3514719	3518244	3518382	3511494	3512041	3521733	3521747
165	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3518244	3518382	3521733	3521920	3514653	3514719	3526701	3526929
166	"ENSMUSG00000025875.14"	"Tspan17"	chr13	+	54792739	54792886	54793194	54793365	54792608	54792659	54795052	54795178
167	"ENSMUSG00000025875.14"	"Tspan17"	chr13	+	54795410	54795458	54795965	54796082	54795052	54795178	54796156	54796187
168	"ENSMUSG00000025875.14"	"Tspan17"	chr13	+	54795414	54795458	54795965	54796082	54795052	54795178	54796156	54796165
169	"ENSMUSG00000037523.13"	"Mavs"	chr2	+	131238735	131238910	131240314	131240492	131234104	131234355	131241879	131242049
170	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70477153	70477272	70498885	70498949	70451026	70451228	70520777	70520925
171	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70498885	70498949	70520777	70520925	70477153	70477272	70534683	70534894
172	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70520777	70520925	70534683	70534894	70498885	70498949	70536365	70536504
173	"ENSMUSG00000049439.13"	"Cyp20a1"	chr1	+	60376066	60376187	60379373	60379485	60372589	60372644	60382403	60382468
174	"ENSMUSG00000049439.13"	"Cyp20a1"	chr1	+	60376066	60376187	60382403	60382468	60372589	60372644	60386904	60386994
175	"ENSMUSG00000049439.13"	"Cyp20a1"	chr1	+	60379373	60379485	60382403	60382468	60376066	60376187	60386904	60386994
176	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44896546	44896645	44896914	44896999	44896251	44896362	44897260	44897329
177	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80795289	80795432	80808611	80808772	80778862	80778975	80836354	80836431
178	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80795289	80795432	80808611	80808772	80778862	80778975	80844526	80844602
179	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80808611	80808772	80836354	80836431	80795289	80795432	80844526	80844602
180	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80844526	80844602	80858543	80858638	80808611	80808772	80869741	80869793
181	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80847171	80847252	80858543	80858638	80844526	80844602	80869741	80869793
182	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80877314	80877373	80891814	80891923	80869741	80869793	80909591	80909705
183	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80877314	80877373	80909591	80909705	80869741	80869793	80912796	80912867
184	"ENSMUSG00000047466.10"	"8030462N17Rik"	chr18	-	77643067	77643194	77673899	77674684	77634986	77635328	77714302	77714486
185	"ENSMUSG00000025425.18"	"St8sia5"	chr18	+	77232792	77232885	77242103	77242190	77185852	77186225	77246066	77246211
186	"ENSMUSG00000025425.18"	"St8sia5"	chr18	+	77232792	77232885	77242103	77242190	77211655	77211763	77246066	77246211
187	"ENSMUSG00000021144.14"	"Mta1"	chr12	+	113120826	113120953	113121022	113121086	113116987	113117081	113123116	113123234
188	"ENSMUSG00000021144.14"	"Mta1"	chr12	+	113133540	113133576	113135796	113135828	113133184	113133337	113136280	113136432
189	"ENSMUSG00000024515.13"	"Smad4"	chr18	-	73657194	73657245	73662657	73662867	73649725	73649909	73675160	73675190
190	"ENSMUSG00000024515.13"	"Smad4"	chr18	-	73658567	73658684	73658778	73658898	73657194	73657245	73662657	73662775
191	"ENSMUSG00000024533.17"	"Spire1"	chr18	-	67519803	67519890	67530406	67530484	67519290	67519420	67545614	67545740
192	"ENSMUSG00000055026.13"	"Gabrg3"	chr7	-	57323647	57323715	57381588	57381737	56984942	56985163	57386720	57387188
193	"ENSMUSG00000039529.9"	"Atp8b1"	chr18	-	64579092	64579206	64581900	64581998	64577587	64577686	64605197	64605400
194	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64509244	64509315	64510452	64510531	64507771	64507858	64511610	64511700
195	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64510452	64510531	64511610	64511700	64509244	64509315	64511784	64511877
196	"ENSMUSG00000040560.10"	"Wdr7"	chr18	+	63935848	63935948	63979319	63979424	63927265	63927348	63987155	63989754
197	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139229752	139229944	139231126	139231237	139226705	139226885	139233470	139233569
198	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139245328	139245444	139246692	139246860	139241942	139242027	139248069	139248162
199	"ENSMUSG00000039652.16"	"Cpeb3"	chr19	-	37044521	37044703	37054259	37054374	37021290	37025087	37068172	37068291
200	"ENSMUSG00000039652.16"	"Cpeb3"	chr19	-	37139061	37139221	37173966	37174985	37126331	37126388	37207232	37207293
201	"ENSMUSG00000039652.16"	"Cpeb3"	chr19	-	37139130	37139221	37173966	37174985	37126331	37126388	37207232	37207473
202	"ENSMUSG00000033871.14"	"Ppargc1b"	chr18	-	61302618	61302740	61304707	61304783	61299585	61299740	61307206	61308014
203	"ENSMUSG00000024622.8"	"Hmgxb3"	chr18	-	61167195	61167693	61171207	61171382	61165484	61165583	61172150	61172286
204	"ENSMUSG00000017707.9"	"Serinc3"	chr2	-	163627871	163628052	163629126	163629217	163626252	163626477	163630925	163631095
205	"ENSMUSG00000020571.13"	"Pdia6"	chr12	+	17273944	17274002	17274383	17274510	17270395	17270537	17277197	17277304
206	"ENSMUSG00000029505.17"	"Ep400"	chr5	-	110668549	110668745	110670874	110671096	110668062	110668190	110673108	110673293
207	"ENSMUSG00000029505.17"	"Ep400"	chr5	-	110695952	110696047	110697208	110697367	110695272	110695538	110698751	110698916
208	"ENSMUSG00000029505.17"	"Ep400"	chr5	-	110708773	110708943	110711030	110711167	110708162	110708337	110719086	110719264
209	"ENSMUSG00000040374.13"	"Pex2"	chr3	-	5565132	5565198	5570486	5570629	5563619	5563729	5576037	5576150
210	"ENSMUSG00000024500.20"	"Ppp2r2b"	chr18	-	42731786	42731899	42737900	42738066	42701469	42701647	42741095	42741193
211	"ENSMUSG00000041362.17"	"Shtn1"	chr19	-	58990188	58990381	58995017	58995138	58973495	58975208	58999892	58999946
212	"ENSMUSG00000117674.1"	"Gm31087"	chr18	-	40245251	40245380	40257535	40257678	40242773	40242931	40258278	40258495
213	"ENSMUSG00000028572.13"	"Hook1"	chr4	+	96015664	96015708	96016408	96016443	96014807	96014901	96016942	96017025
214	"ENSMUSG00000024425.4"	"Ndfip1"	chr18	+	38456054	38456121	38460544	38460650	38452304	38452371	38464276	38464374
