ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
721	"ENSMUSG00000036158.12"	"Prickle1"	chr15	-	93512449	93512636	93512449	93512633	93519263	93519523
722	"ENSMUSG00000036158.12"	"Prickle1"	chr15	-	93512449	93512636	93512449	93512633	93595693	93595891
724	"ENSMUSG00000033111.16"	"3830406C13Rik"	chr14	+	12285384	12285468	12285387	12285468	12284281	12284547
732	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186955	89187243
752	"ENSMUSG00000005986.16"	"Ankrd13d"	chr19	-	4281917	4282042	4281917	4282034	4282880	4283137
758	"ENSMUSG00000019796.12"	"Lrp11"	chr10	+	7608543	7608639	7608547	7608639	7598706	7598848
765	"ENSMUSG00000022550.18"	"Adck5"	chr15	+	76594152	76594447	76594363	76594447	76593937	76594051
771	"ENSMUSG00000055762.16"	"Eef1d"	chr15	-	75901131	75901255	75901131	75901252	75902678	75903818
775	"ENSMUSG00000023118.15"	"Sympk"	chr7	+	19047449	19047610	19047520	19047610	19045847	19045961
780	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24518741	24518799	24518741	24518794	24519113	24519246
788	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76427511	76428385	76428243	76428385	76427108	76427216
798	"ENSMUSG00000022295.8"	"Atp6v1c1"	chr15	+	38689124	38690659	38690532	38690659	38682940	38683009
808	"ENSMUSG00000020175.15"	"Rab36"	chr10	+	75038357	75038520	75038432	75038520	75037321	75037483
809	"ENSMUSG00000020175.15"	"Rab36"	chr10	+	75038357	75038520	75038439	75038520	75037321	75037483
810	"ENSMUSG00000020175.15"	"Rab36"	chr10	+	75038432	75038520	75038439	75038520	75037321	75037483
823	"ENSMUSG00000042185.14"	"Nfrkb"	chr9	+	31397719	31398644	31398559	31398644	31397035	31397137
826	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40299462	40299653	40299462	40299521	40300242	40300302
828	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40299462	40299653	40299462	40299521	40311668	40311863
829	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40382520	40382633	40382520	40382588	40451313	40451398
855	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472242	84475888	84476039
857	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472290	84475888	84476039
858	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472340	84475888	84476039
870	"ENSMUSG00000059475.13"	"Zfp426"	chr9	-	20478132	20478279	20478132	20478158	20492385	20492451
877	"ENSMUSG00000015222.18"	"Map2"	chr1	+	66420134	66420196	66420137	66420196	66401446	66401521
886	"ENSMUSG00000024664.5"	"Fads3"	chr19	+	10054019	10054349	10054226	10054349	10052835	10053033
899	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69349071	69349144
900	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69465350	69465447
902	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69521537	69521686
905	"ENSMUSG00000002320.15"	"Tm9sf1"	chr14	-	55642593	55642955	55642593	55642749	55643179	55643251
909	"ENSMUSG00000022216.17"	"Psme1"	chr14	+	55579770	55580041	55579930	55580041	55579594	55579627
918	"ENSMUSG00000022199.12"	"Slc22a17"	chr14	-	54907518	54908366	54907518	54907630	54908501	54908647
924	"ENSMUSG00000019478.16"	"Rab4a"	chr8	+	123830232	123830387	123830270	123830387	123806067	123806166
948	"ENSMUSG00000048796.7"	"Cyb561d1"	chr3	-	108200124	108200270	108200124	108200162	108200759	108200834
952	"ENSMUSG00000021846.9"	"Peli2"	chr14	+	48240209	48240311	48240217	48240311	48168272	48168326
955	"ENSMUSG00000039047.17"	"Pigk"	chr3	+	152829595	152829911	152829743	152829911	152822626	152822717
960	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116549032	116549175	116549032	116549105	116580480	116580538
973	"ENSMUSG00000021893.14"	"Capn7"	chr14	+	31370701	31371984	31370877	31371984	31369720	31369851
978	"ENSMUSG00000115987.1"	"Vps28"	chr15	-	76623170	76623494	76623170	76623272	76624085	76624175
980	"ENSMUSG00000015095.12"	"Fbxw5"	chr2	+	25502856	25503045	25502870	25503045	25501935	25502151
1017	"ENSMUSG00000109853.1"	"Gm33045"	chr13	+	110638717	110638919	110638739	110638919	110631698	110631919
1018	"ENSMUSG00000109853.1"	"Gm33045"	chr13	+	110638717	110638919	110638739	110638919	110634467	110634542
1026	"ENSMUSG00000071657.12"	"Bscl2"	chr19	+	8845170	8846324	8846189	8846324	8843008	8843090
1038	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95186054	95186317
1039	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95222474	95223066
1054	"ENSMUSG00000005583.16"	"Mef2c"	chr13	+	83575534	83575730	83575537	83575730	83575144	83575175
1056	"ENSMUSG00000035476.9"	"Tab3"	chrX	+	85609389	85609584	85609392	85609584	85575549	85575610
1057	"ENSMUSG00000035476.9"	"Tab3"	chrX	+	85609389	85609584	85609392	85609584	85593651	85593754
1070	"ENSMUSG00000037032.16"	"Apbb1"	chr7	-	105567253	105567484	105567253	105567339	105567577	105567753
1075	"ENSMUSG00000037890.13"	"Wdr19"	chr5	+	65245795	65247529	65247460	65247529	65244119	65244244
1077	"ENSMUSG00000058883.16"	"Zfp708"	chr13	-	67074832	67074959	67074832	67074916	67097792	67097976
1100	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228054	112228214	112228054	112228178	112228300	112228356
1101	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228054	112228214	112228054	112228178	112228308	112228356
1106	"ENSMUSG00000021493.15"	"Pdlim7"	chr13	-	55506305	55507366	55506305	55506367	55507487	55507624
1113	"ENSMUSG00000022570.7"	"Tsta3"	chr15	-	75926966	75927123	75926966	75927095	75928428	75928543
1115	"ENSMUSG00000022570.7"	"Tsta3"	chr15	-	75926966	75927198	75926966	75927123	75928428	75928543
1119	"ENSMUSG00000048920.8"	"Fkrp"	chr7	-	16815063	16815126	16815063	16815123	16815225	16815521
1122	"ENSMUSG00000021376.11"	"Tpmt"	chr13	-	47041398	47041595	47041398	47041579	47043126	47043343
1132	"ENSMUSG00000055681.14"	"Cope"	chr8	+	70312705	70312990	70312858	70312990	70311627	70311696
1138	"ENSMUSG00000069255.13"	"Dusp22"	chr13	+	30708676	30711231	30710705	30711231	30707929	30708101
1141	"ENSMUSG00000019467.15"	"Arhgef25"	chr10	-	127183197	127183829	127183197	127183409	127184011	127184212
1145	"ENSMUSG00000021338.17"	"Carmil1"	chr13	-	24019563	24019713	24019563	24019710	24020046	24020071
1158	"ENSMUSG00000022433.20"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79441220	79441818
1159	"ENSMUSG00000022433.20"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79441760	79441818
1176	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82735415	82735507	82735418	82735507	82729215	82729436
1182	"ENSMUSG00000048264.16"	"Dip2c"	chr13	+	9576803	9576918	9576844	9576918	9575361	9575481
1186	"ENSMUSG00000003808.18"	"Farsa"	chr8	+	84868008	84868338	84868223	84868338	84867749	84867918
1225	"ENSMUSG00000021268.17"	"Meg3"	chr12	+	109549478	109549552	109549518	109549552	109549290	109549371
1235	"ENSMUSG00000036748.16"	"Cuedc2"	chr19	-	46332617	46332701	46332617	46332698	46338312	46338702
1236	"ENSMUSG00000036748.16"	"Cuedc2"	chr19	-	46338312	46338430	46338312	46338420	46338519	46338630
1251	"ENSMUSG00000025157.8"	"Zdhhc16"	chr19	+	41939599	41939733	41939687	41939733	41938807	41938836
1252	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010080	31010409	31010296	31010409	31009734	31009852
1256	"ENSMUSG00000047021.14"	"Cfap65"	chr1	-	74922927	74925167	74922927	74923065	74925372	74925573
1257	"ENSMUSG00000010086.17"	"Rnf112"	chr11	-	61450827	61451034	61450827	61450902	61451320	61451371
1260	"ENSMUSG00000033439.12"	"Trmt13"	chr3	-	116582493	116582883	116582493	116582724	116585195	116585270
1262	"ENSMUSG00000033439.12"	"Trmt13"	chr3	-	116582493	116582923	116582493	116582883	116585195	116585270
1270	"ENSMUSG00000033917.15"	"Gde1"	chr7	-	118698554	118698730	118698554	118698726	118705270	118705380
1272	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84368142	84368709	84368585	84368709	84366884	84367019
1306	"ENSMUSG00000058318.15"	"Phf21a"	chr2	+	92328311	92328401	92328314	92328401	92326915	92327164
1307	"ENSMUSG00000021071.17"	"Trim9"	chr12	-	70267233	70267266	70267233	70267263	70267992	70268048
1310	"ENSMUSG00000034801.13"	"Sos2"	chr12	-	69618055	69618183	69618055	69618180	69632059	69632170
1311	"ENSMUSG00000043541.16"	"Casc1"	chr6	-	145174833	145177500	145174833	145175324	145178959	145179174
1316	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750005	97750187	97750005	97750154	97750259	97750394
1317	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750005	97750187	97750005	97750154	97750268	97750705
1320	"ENSMUSG00000035614.11"	"Togaram1"	chr12	+	64976694	64976851	64976701	64976851	64970225	64970255
1338	"ENSMUSG00000021010.9"	"Npas3"	chr12	+	53640453	53640536	53640459	53640536	53501389	53501440
1339	"ENSMUSG00000035133.9"	"Arhgap5"	chr12	+	52542488	52542636	52542491	52542636	52504341	52504387
1340	"ENSMUSG00000035133.9"	"Arhgap5"	chr12	+	52542488	52542636	52542491	52542636	52516106	52519967
1350	"ENSMUSG00000086629.8"	"2810403D21Rik"	chrX	+	108836228	108836355	108836265	108836355	108833799	108833955
1351	"ENSMUSG00000086629.8"	"2810403D21Rik"	chrX	+	108836228	108836355	108836265	108836355	108834694	108835004
1353	"ENSMUSG00000037239.8"	"Spred3"	chr7	-	29166526	29167973	29166526	29166695	29169432	29169841
1356	"ENSMUSG00000021792.15"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41004888	41004979
1357	"ENSMUSG00000021792.15"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41005640	41005721
1373	"ENSMUSG00000008450.8"	"Nutf2"	chr8	+	105876353	105876608	105876509	105876608	105875533	105875658
1374	"ENSMUSG00000034522.10"	"Zfp395"	chr14	+	65385395	65385660	65385398	65385660	65358675	65358755
1375	"ENSMUSG00000040867.13"	"Begain"	chr12	-	109052833	109052913	109052833	109052862	109058821	109059427
1418	"ENSMUSG00000025155.15"	"Dus1l"	chr11	-	120791854	120791960	120791854	120791943	120792026	120792127
1441	"ENSMUSG00000038094.15"	"Atp13a4"	chr16	-	29407540	29407629	29407540	29407600	29408883	29409077
1446	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116134907	116135325	116134907	116135116	116138441	116138621
1463	"ENSMUSG00000000049.11"	"Apoh"	chr11	+	108395301	108395407	108395304	108395407	108343353	108343524
1466	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106784018	106782468	106782693	106784100	106784162
1467	"ENSMUSG00000040699.13"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160050	106160142
1468	"ENSMUSG00000040699.13"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160359	106160860
1476	"ENSMUSG00000043372.12"	"Hexim2"	chr11	+	103134031	103134141	103134034	103134141	103132428	103132603
1478	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102398084	102398233	102398099	102398233	102393402	102393782
1485	"ENSMUSG00000003810.13"	"Mast2"	chr4	-	116391602	116391634	116391602	116391631	116430405	116430548
1487	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218490	102218415	102218487	102219144	102219281
1488	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218781	102218415	102218487	102219144	102219281
1489	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218781	102218415	102218490	102219144	102219281
1490	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218490	102218415	102218487	102221767	102221851
1492	"ENSMUSG00000032064.17"	"Dixdc1"	chr9	-	50682032	50682626	50682032	50682200	50683724	50683796
1499	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025380	102025499
1500	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025731	102025856
1501	"ENSMUSG00000022035.6"	"Ccdc25"	chr14	+	65851616	65854177	65854101	65854177	65846295	65846335
1505	"ENSMUSG00000034949.18"	"Zfr2"	chr10	+	81242769	81243795	81243649	81243795	81241994	81242174
1510	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100386172	100386388	100386172	100386385	100397620	100397749
1511	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100386172	100386388	100386172	100386385	100397635	100397763
1531	"ENSMUSG00000018669.14"	"Cdk5rap3"	chr11	-	96913664	96913877	96913664	96913796	96916050	96916196
1537	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6343801	6344079	6343971	6344079	6343460	6343523
1538	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6346083	6346293	6346208	6346293	6345915	6346004
1542	"ENSMUSG00000020863.15"	"Luc7l3"	chr11	-	94291138	94293278	94291138	94293032	94295919	94296080
1546	"ENSMUSG00000034300.17"	"Fam53c"	chr18	+	34768167	34768952	34768170	34768952	34762494	34762724
1547	"ENSMUSG00000034300.17"	"Fam53c"	chr18	+	34768167	34768952	34768170	34768952	34763072	34763130
1557	"ENSMUSG00000020516.15"	"Rps6kb1"	chr11	-	86511588	86511887	86511588	86511666	86512805	86512913
1579	"ENSMUSG00000002058.13"	"Unc119"	chr11	+	78347796	78348259	78348086	78348259	78347217	78347331
1589	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470486	77471878	77470486	77471823	77472013	77472179
1590	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470486	77471878	77470486	77471823	77472301	77472378
1598	"ENSMUSG00000020745.15"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74683458	74683687
1600	"ENSMUSG00000028411.15"	"Aptx"	chr4	-	40695376	40695423	40695376	40695418	40702723	40702914
1610	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23299890	23300045	23299890	23300042	23311648	23311767
1622	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70695863	70696043	70695863	70695948	70700057	70700155
1631	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69980213	69980562	69980213	69980330	69981206	69981252
1641	"ENSMUSG00000094133.2"	"Olfr1431"	chr19	+	12209548	12212191	12210755	12212191	12205379	12205433
1651	"ENSMUSG00000032892.14"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68973116	68973273
1667	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61493185	61492903	61493061	61493646	61494266
1668	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61493185	61492903	61493069	61493646	61494266
1673	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74017900	74018017
1677	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022848	74023065	74022848	74022952	74023365	74023533
1682	"ENSMUSG00000009894.15"	"Snap47"	chr11	-	59442791	59442912	59442791	59442841	59449792	59449916
