ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2561	"ENSMUSG00000062729.11"	"Ppox"	chr1	-	171279429	171280001	171279429	171279593	171279868	171280001
2562	"ENSMUSG00000062729.11"	"Ppox"	chr1	-	171279429	171280522	171279429	171279574	171280387	171280522
2652	"ENSMUSG00000036948.17"	"Map11"	chr5	-	138262169	138262744	138262169	138262317	138262657	138262744
2669	"ENSMUSG00000020898.18"	"Ctc1"	chr11	+	69021029	69022614	69021029	69021115	69022392	69022614
2676	"ENSMUSG00000013858.14"	"Tmem259"	chr10	-	79977962	79978605	79977962	79978320	79978547	79978605
2684	"ENSMUSG00000019039.14"	"Dalrd3"	chr9	+	108571044	108571674	108571044	108571173	108571612	108571674
2685	"ENSMUSG00000019039.14"	"Dalrd3"	chr9	+	108571781	108572297	108571781	108571864	108572186	108572297
2703	"ENSMUSG00000000915.15"	"Hip1r"	chr5	+	124000711	124001311	124000711	124000774	124001205	124001311
2709	"ENSMUSG00000020156.16"	"Pwwp3a"	chr10	+	80236110	80238920	80236110	80236181	80238859	80238920
2779	"ENSMUSG00000031862.11"	"Atp13a1"	chr8	+	69797706	69798721	69797706	69797836	69798386	69798721
2788	"ENSMUSG00000030330.15"	"Ing4"	chr6	+	125047481	125048237	125047481	125047587	125048175	125048237
2806	"ENSMUSG00000044433.16"	"Camsap3"	chr8	+	3602185	3602627	3602185	3602279	3602553	3602627
2830	"ENSMUSG00000026958.13"	"Dpp7"	chr2	-	25353152	25354293	25353152	25353217	25354232	25354293
2852	"ENSMUSG00000047215.14"	"Rpl9"	chr5	-	65388363	65389151	65388363	65388441	65389070	65389151
2908	"ENSMUSG00000037266.18"	"Rsrp1"	chr4	+	134925292	134926818	134925292	134925432	134926025	134926818
2934	"ENSMUSG00000027333.18"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131520921	131521171
2952	"ENSMUSG00000084845.9"	"Tmem240"	chr4	+	155735397	155740564	155735397	155735504	155739845	155740564
2962	"ENSMUSG00000017721.15"	"Pigt"	chr2	+	164501080	164501650	164501080	164501168	164501484	164501650
2965	"ENSMUSG00000028028.11"	"Alpk1"	chr3	-	127684341	127686343	127684341	127684437	127686256	127686343
2987	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564202	30564607	30564202	30564394	30564473	30564607
3026	"ENSMUSG00000039382.12"	"Wdr45"	chrX	+	7723314	7723753	7723314	7723357	7723564	7723753
3068	"ENSMUSG00000028540.6"	"Dph2"	chr4	-	117889754	117891118	117889754	117889931	117890894	117891118
3103	"ENSMUSG00000022996.15"	"Wnt10b"	chr15	-	98774123	98774497	98774123	98774184	98774411	98774497
3116	"ENSMUSG00000029054.8"	"Gabrd"	chr4	-	155385934	155387291	155385934	155386146	155387153	155387291
3201	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569829	43569955
3237	"ENSMUSG00000033460.14"	"Armcx1"	chrX	+	134718369	134718818	134718369	134718461	134718655	134718818
3318	"ENSMUSG00000008206.16"	"Cers4"	chr8	+	4519462	4520682	4519462	4519513	4520553	4520682
3320	"ENSMUSG00000036452.18"	"Arhgap26"	chr18	+	39357552	39357828	39357552	39357663	39357737	39357828
3326	"ENSMUSG00000006215.12"	"Zbtb17"	chr4	+	141465523	141466107	141465523	141465640	141465976	141466107
3329	"ENSMUSG00000030310.10"	"Slc6a1"	chr6	+	114301862	114302631	114301862	114301997	114302499	114302631
3361	"ENSMUSG00000025733.17"	"Rhot2"	chr17	-	25839984	25840568	25839984	25840107	25840437	25840568
3362	"ENSMUSG00000025733.17"	"Rhot2"	chr17	-	25840437	25840978	25840437	25840568	25840835	25840978
3410	"ENSMUSG00000027582.16"	"Zgpat"	chr2	+	181379773	181382314	181379773	181380179	181382193	181382314
3414	"ENSMUSG00000028041.17"	"Adam15"	chr3	-	89344117	89344854	89344117	89344210	89344705	89344854
3427	"ENSMUSG00000032067.6"	"Pts"	chr9	-	50524722	50526949	50524722	50524779	50526869	50526949
3439	"ENSMUSG00000001416.13"	"Cct3"	chr3	+	88299341	88300991	88299341	88299403	88300928	88300991
3447	"ENSMUSG00000002833.11"	"Hdgfl2"	chr17	+	56098483	56099075	56098483	56098557	56098973	56099075
3450	"ENSMUSG00000005687.14"	"Bcas2"	chr3	+	103174339	103177419	103174339	103174501	103177338	103177419
3456	"ENSMUSG00000059326.7"	"Csf2ra"	chr19	-	61225522	61226384	61225522	61225652	61225927	61226384
3457	"ENSMUSG00000059326.7"	"Csf2ra"	chr19	-	61225522	61226384	61225522	61225652	61226214	61226384
3470	"ENSMUSG00000024764.10"	"Naa40"	chr19	-	7229721	7230283	7229721	7229805	7230187	7230283
3478	"ENSMUSG00000109776.1"	"Gm30400"	chr10	+	78764245	78765559	78764245	78764486	78765472	78765559
3485	"ENSMUSG00000038930.11"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320861	80321181
3491	"ENSMUSG00000027936.18"	"Crtc2"	chr3	+	90258464	90259492	90258464	90258526	90259385	90259492
3509	"ENSMUSG00000020284.16"	"Cfap410"	chr10	+	77979752	77983041	77979752	77979771	77982869	77983041
3533	"ENSMUSG00000016346.17"	"Kcnq2"	chr2	-	181113062	181114729	181113062	181113238	181114638	181114729
3537	"ENSMUSG00000038990.14"	"Cables2"	chr2	-	180261076	180263155	180261076	180261180	180263077	180263155
3561	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954008	30955777	30955953
3615	"ENSMUSG00000056941.17"	"Commd7"	chr2	-	153618833	153621819	153618833	153619512	153621769	153621819
3649	"ENSMUSG00000033526.16"	"Ppip5k1"	chr2	-	121348693	121349565	121348693	121348848	121349474	121349565
3652	"ENSMUSG00000027298.17"	"Tyro3"	chr2	+	119812059	119813299	119812059	119812181	119813162	119813299
3675	"ENSMUSG00000056962.11"	"Jmjd6"	chr11	-	116839837	116840545	116839837	116839931	116840447	116840545
3676	"ENSMUSG00000038900.17"	"Rpl12"	chr2	+	32962984	32963853	32962984	32963066	32963740	32963853
3752	"ENSMUSG00000031708.17"	"Tecr"	chr8	-	83572840	83573323	83572840	83572946	83573219	83573323
3816	"ENSMUSG00000026754.16"	"Golga1"	chr2	-	39047022	39047766	39047022	39047134	39047585	39047766
3847	"ENSMUSG00000040272.14"	"Accs"	chr2	-	93839147	93841386	93839147	93839237	93841308	93841386
3849	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83052697	83053070	83052697	83052726	83053000	83053070
3867	"ENSMUSG00000015790.16"	"Surf1"	chr2	-	26915595	26916006	26915595	26915784	26915954	26916006
3874	"ENSMUSG00000005575.16"	"Ube2m"	chr7	-	13035237	13036315	13035237	13035754	13036211	13036315
3890	"ENSMUSG00000047446.18"	"Arl4a"	chr12	-	40006699	40009820	40006699	40006793	40009701	40009820
3907	"ENSMUSG00000006906.10"	"Stambp"	chr6	-	83563822	83570519	83563822	83563918	83570302	83570519
3953	"ENSMUSG00000062906.12"	"Hdac10"	chr15	-	89126377	89126995	89126377	89126437	89126868	89126995
3962	"ENSMUSG00000025158.7"	"Rfng"	chr11	-	120782382	120783160	120782382	120782548	120783006	120783160
3968	"ENSMUSG00000025487.15"	"Psmd13"	chr7	+	140886387	140886845	140886387	140886422	140886801	140886845
3989	"ENSMUSG00000027944.13"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997801	89998003
4005	"ENSMUSG00000028621.17"	"Cyb5rl"	chr4	+	107068611	107070547	107068611	107068823	107070115	107070547
4037	"ENSMUSG00000006301.17"	"Tmbim1"	chr1	-	74291694	74292888	74291694	74291734	74292834	74292888
4038	"ENSMUSG00000022508.5"	"Bcl6"	chr16	-	23968306	23971599	23968306	23968437	23971414	23971599
4070	"ENSMUSG00000005882.18"	"Uqcc1"	chr2	-	155910356	155911836	155910356	155910467	155911745	155911836
4101	"ENSMUSG00000002032.17"	"Tmem25"	chr9	-	44795190	44795712	44795190	44795277	44795681	44795712
4119	"ENSMUSG00000026269.14"	"Rnpepl1"	chr1	+	92916710	92917746	92916710	92916946	92917633	92917746
4184	"ENSMUSG00000024645.5"	"Timm21"	chr18	-	84947833	84949291	84947833	84947939	84949193	84949291
4206	"ENSMUSG00000027238.17"	"Frmd5"	chr2	-	121545528	121548023	121545528	121547648	121547971	121548023
4213	"ENSMUSG00000029860.16"	"Zyx"	chr6	+	42356161	42357433	42356161	42356331	42357312	42357433
