ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
208	"ENSMUSG00000024851.14"	"Pitpnm1"	chr19	+	4106711	4107975	4107785	4107975	4106563	4106625
216	"ENSMUSG00000031154.15"	"Otud5"	chrX	+	7867514	7867823	7867666	7867823	7856303	7856397
224	"ENSMUSG00000019578.11"	"Ubxn6"	chr17	-	56069690	56070985	56069690	56069775	56072400	56072529
234	"ENSMUSG00000024561.11"	"Mbd1"	chr18	+	74277300	74277578	74277516	74277578	74276801	74276939
235	"ENSMUSG00000024515.13"	"Smad4"	chr18	-	73648884	73649053	73648884	73648962	73649862	73649909
242	"ENSMUSG00000024889.5"	"Rce1"	chr19	-	4624013	4624181	4624013	4624151	4624659	4624763
251	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64515325	64515408	64515325	64515405	64516486	64516528
256	"ENSMUSG00000001751.9"	"Naglu"	chr11	+	101073846	101074103	101073932	101074103	101072216	101072302
263	"ENSMUSG00000039652.16"	"Cpeb3"	chr19	-	37088419	37088587	37088419	37088560	37105790	37105814
269	"ENSMUSG00000040374.13"	"Pex2"	chr3	-	5560499	5561764	5560499	5561760	5562668	5562732
272	"ENSMUSG00000024454.16"	"Hdac3"	chr18	-	37940952	37941766	37940952	37941110	37941877	37941967
273	"ENSMUSG00000024456.16"	"Diaph1"	chr18	-	37860414	37860522	37860414	37860513	37889697	37889812
282	"ENSMUSG00000036501.7"	"Fam13b"	chr18	-	34494598	34494776	34494598	34494693	34497333	34497903
283	"ENSMUSG00000036501.7"	"Fam13b"	chr18	-	34494598	34494776	34494598	34494693	34499685	34499852
286	"ENSMUSG00000024384.4"	"Iws1"	chr18	+	32083265	32083458	32083268	32083458	32079670	32080577
292	"ENSMUSG00000024268.16"	"Celf4"	chr18	-	25504889	25505018	25504889	25505015	25537706	25537755
293	"ENSMUSG00000024268.16"	"Celf4"	chr18	-	25504889	25505018	25504889	25505015	25753341	25753983
296	"ENSMUSG00000002496.10"	"Tsc2"	chr17	-	24596854	24597063	24596854	24596953	24597204	24597283
320	"ENSMUSG00000024059.10"	"Clip4"	chr17	+	71834044	71834307	71834183	71834307	71828506	71828650
322	"ENSMUSG00000046722.14"	"Cdc42se1"	chr3	+	95232447	95232659	95232548	95232659	95231784	95232092
327	"ENSMUSG00000075028.12"	"Prdm11"	chr2	-	92972017	92975861	92972017	92974182	92980510	92980698
344	"ENSMUSG00000042625.16"	"Safb2"	chr17	-	56566878	56567018	56566878	56567015	56568894	56569022
347	"ENSMUSG00000026782.15"	"Abi2"	chr1	+	60470665	60470839	60470671	60470839	60453603	60453762
350	"ENSMUSG00000017843.14"	"Ppp2r5c"	chr12	+	110567727	110569055	110568953	110569055	110561297	110561468
360	"ENSMUSG00000024614.7"	"Tmx3"	chr18	+	90533220	90534438	90534381	90534438	90532982	90533040
367	"ENSMUSG00000023971.9"	"Rrp36"	chr17	-	46672524	46672847	46672524	46672591	46674196	46674287
378	"ENSMUSG00000024012.18"	"Mtch1"	chr17	-	29333513	29333842	29333513	29333589	29333957	29334005
380	"ENSMUSG00000023942.15"	"Slc29a1"	chr17	-	45592178	45592261	45592178	45592257	45593331	45593634
384	"ENSMUSG00000022992.17"	"Kansl2"	chr15	-	98528862	98529029	98528862	98529025	98529289	98529453
394	"ENSMUSG00000024457.16"	"Trim26"	chr17	+	36837464	36837572	36837496	36837572	36837183	36837283
421	"ENSMUSG00000040356.16"	"Skiv2l"	chr17	-	34846866	34847324	34846866	34846995	34847407	34847461
430	"ENSMUSG00000037321.17"	"Tap1"	chr17	+	34192836	34192965	34192941	34192965	34191328	34191526
433	"ENSMUSG00000073422.11"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026662	34026705
434	"ENSMUSG00000073422.11"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026850	34026935
438	"ENSMUSG00000008668.15"	"Rps18"	chr17	-	33952220	33952591	33952220	33952312	33955077	33955176
440	"ENSMUSG00000002308.16"	"Cd320"	chr17	+	33847494	33848178	33848016	33848178	33846015	33846141
442	"ENSMUSG00000079557.11"	"Marchf2"	chr17	-	33691514	33692203	33691514	33692153	33703012	33703208
443	"ENSMUSG00000073423.10"	"Zfp414"	chr17	+	33629780	33630079	33629796	33630079	33629621	33629698
464	"ENSMUSG00000028152.10"	"Tspan5"	chr3	+	138896788	138896914	138896852	138896914	138890734	138890881
471	"ENSMUSG00000024222.17"	"Fkbp5"	chr17	-	28406084	28406270	28406084	28406155	28410509	28410593
474	"ENSMUSG00000062753.14"	"AI413582"	chr17	-	27564148	27564254	27564148	27564215	27564561	27564750
475	"ENSMUSG00000062753.14"	"AI413582"	chr17	-	27564148	27564339	27564148	27564215	27564561	27564750
476	"ENSMUSG00000062753.14"	"AI413582"	chr17	-	27564148	27564410	27564148	27564215	27564561	27564750
488	"ENSMUSG00000024193.8"	"Phf1"	chr17	+	26936286	26936680	26936511	26936680	26936123	26936191
489	"ENSMUSG00000024193.8"	"Phf1"	chr17	+	26936286	26936680	26936522	26936680	26936123	26936191
490	"ENSMUSG00000024193.8"	"Phf1"	chr17	+	26936511	26936680	26936522	26936680	26936123	26936191
500	"ENSMUSG00000061046.9"	"Haghl"	chr17	-	25783502	25783886	25783502	25783582	25784074	25784178
504	"ENSMUSG00000039754.10"	"Alkbh4"	chr5	+	136139337	136139535	136139461	136139535	136136157	136136399
511	"ENSMUSG00000073436.11"	"Eme2"	chr17	-	24894570	24894755	24894570	24894707	24894854	24895059
512	"ENSMUSG00000024160.16"	"Spsb3"	chr17	+	24890567	24890935	24890832	24890935	24890282	24890460
525	"ENSMUSG00000079657.10"	"Rab26"	chr17	-	24530054	24530443	24530054	24530120	24530642	24530709
530	"ENSMUSG00000036473.16"	"Tbc1d24"	chr17	-	24183693	24183852	24183693	24183848	24184380	24184398
532	"ENSMUSG00000036473.16"	"Tbc1d24"	chr17	-	24183693	24183852	24183693	24183848	24189943	24190053
537	"ENSMUSG00000068015.8"	"Lrch1"	chr14	-	74793126	74793231	74793126	74793184	74794910	74794991
555	"ENSMUSG00000097785.2"	"B230217O12Rik"	chr19	-	57324595	57324797	57324595	57324793	57360013	57360775
556	"ENSMUSG00000097785.2"	"B230217O12Rik"	chr19	-	57324595	57324797	57324595	57324793	57360610	57360739
565	"ENSMUSG00000068037.11"	"Mas1"	chr17	-	12846237	12846431	12846237	12846412	12851714	12851907
593	"ENSMUSG00000054874.12"	"Pcnx3"	chr19	-	5681431	5681574	5681431	5681553	5683276	5683412
595	"ENSMUSG00000054874.12"	"Pcnx3"	chr19	-	5681431	5681592	5681431	5681553	5683306	5683412
596	"ENSMUSG00000054874.12"	"Pcnx3"	chr19	-	5681431	5681592	5681431	5681574	5683306	5683412
606	"ENSMUSG00000042447.13"	"Mios"	chr6	+	8233049	8234361	8234231	8234361	8231160	8231313
618	"ENSMUSG00000003813.15"	"Rad23a"	chr8	-	84837459	84837593	84837459	84837590	84838468	84838650
623	"ENSMUSG00000006299.13"	"Aamp"	chr1	-	74283885	74284044	74283885	74284041	74284173	74284421
627	"ENSMUSG00000022661.14"	"Cd200"	chr16	-	45394592	45394865	45394592	45394860	45400221	45400303
629	"ENSMUSG00000036699.12"	"Zcchc12"	chrX	+	36196508	36196567	36196511	36196567	36196103	36196158
646	"ENSMUSG00000022884.16"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107770	23107880
647	"ENSMUSG00000022884.16"	"Eif4a2"	chr16	+	23109984	23110343	23110233	23110343	23108718	23108851
648	"ENSMUSG00000022884.16"	"Eif4a2"	chr16	+	23110579	23111263	23111125	23111263	23110233	23110343
663	"ENSMUSG00000028975.16"	"Pex14"	chr4	-	148967523	148970635	148967523	148967626	148984036	148984165
664	"ENSMUSG00000027569.15"	"Mrgbp"	chr2	+	180584405	180584871	180584693	180584871	180583400	180583522
665	"ENSMUSG00000027569.15"	"Mrgbp"	chr2	+	180584405	180584871	180584796	180584871	180583400	180583522
666	"ENSMUSG00000027569.15"	"Mrgbp"	chr2	+	180584693	180584871	180584796	180584871	180583400	180583522
676	"ENSMUSG00000012017.4"	"Scarf2"	chr16	+	17804485	17804924	17804808	17804924	17804305	17804409
685	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3276693	3276775	3276693	3276729	3287903	3288092
686	"ENSMUSG00000038178.16"	"Slc43a2"	chr11	+	75560820	75560991	75560898	75560991	75532587	75532788
697	"ENSMUSG00000022515.6"	"Anks3"	chr16	-	4947648	4948363	4947648	4947758	4950612	4950768
699	"ENSMUSG00000039637.15"	"Coro7"	chr16	-	4635383	4635460	4635383	4635438	4638669	4638811
707	"ENSMUSG00000036678.8"	"Aaas"	chr15	-	102338816	102338898	102338816	102338887	102339185	102339418
726	"ENSMUSG00000036158.12"	"Prickle1"	chr15	-	93512449	93512636	93512449	93512633	93519263	93519523
727	"ENSMUSG00000036158.12"	"Prickle1"	chr15	-	93512449	93512636	93512449	93512633	93595693	93595891
729	"ENSMUSG00000033111.16"	"3830406C13Rik"	chr14	+	12285384	12285468	12285387	12285468	12284281	12284547
737	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186955	89187243
757	"ENSMUSG00000005986.16"	"Ankrd13d"	chr19	-	4281917	4282042	4281917	4282034	4282880	4283137
769	"ENSMUSG00000022550.18"	"Adck5"	chr15	+	76594152	76594447	76594363	76594447	76593937	76594051
770	"ENSMUSG00000022553.16"	"Maf1"	chr15	+	76352419	76352552	76352466	76352552	76351995	76352041
771	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347258	76347594	76347258	76347387	76347895	76348004
772	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347258	76347817	76347258	76347387	76347895	76348004
773	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347258	76347817	76347258	76347594	76347895	76348004
779	"ENSMUSG00000034429.15"	"Zfp707"	chr15	+	75973081	75973208	75973122	75973208	75969675	75969734
780	"ENSMUSG00000055762.16"	"Eef1d"	chr15	-	75901131	75901255	75901131	75901252	75902678	75903818
784	"ENSMUSG00000023118.15"	"Sympk"	chr7	+	19047449	19047610	19047520	19047610	19045847	19045961
796	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76427511	76428385	76428243	76428385	76427108	76427216
815	"ENSMUSG00000020175.15"	"Rab36"	chr10	+	75038432	75038520	75038439	75038520	75037321	75037483
830	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40299462	40299653	40299462	40299521	40300242	40300302
832	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40299462	40299653	40299462	40299521	40311668	40311863
833	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40382520	40382633	40382520	40382588	40451313	40451398
843	"ENSMUSG00000033769.16"	"Exoc6b"	chr6	-	85003047	85003285	85003047	85003093	85004988	85005036
860	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472242	84475888	84476039
862	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472290	84475888	84476039
863	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472340	84475888	84476039
875	"ENSMUSG00000059475.13"	"Zfp426"	chr9	-	20478132	20478279	20478132	20478158	20492385	20492451
882	"ENSMUSG00000015222.18"	"Map2"	chr1	+	66420134	66420196	66420137	66420196	66401446	66401521
891	"ENSMUSG00000024664.5"	"Fads3"	chr19	+	10054019	10054349	10054226	10054349	10052835	10053033
904	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69465350	69465447
906	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69521537	69521686
907	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69563006	69563235
910	"ENSMUSG00000002320.15"	"Tm9sf1"	chr14	-	55642593	55642955	55642593	55642749	55643179	55643251
922	"ENSMUSG00000022199.12"	"Slc22a17"	chr14	-	54907518	54908366	54907518	54907630	54908501	54908647
951	"ENSMUSG00000039318.12"	"Rab3gap2"	chr1	+	185275911	185277221	185277146	185277221	185272571	185272642
956	"ENSMUSG00000024411.11"	"Aqp4"	chr18	-	15409277	15409494	15409277	15409407	15410891	15410982
962	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116549032	116549175	116549032	116549105	116580480	116580538
975	"ENSMUSG00000021893.14"	"Capn7"	chr14	+	31370701	31371984	31370877	31371984	31369720	31369851
980	"ENSMUSG00000115987.1"	"Vps28"	chr15	-	76623170	76623494	76623170	76623272	76624085	76624175
982	"ENSMUSG00000015095.12"	"Fbxw5"	chr2	+	25502856	25503045	25502870	25503045	25501935	25502151
987	"ENSMUSG00000021819.11"	"Zswim8"	chr14	+	20722459	20723006	20722827	20723006	20722142	20722319
1008	"ENSMUSG00000009108.15"	"Gnat2"	chr3	+	108096239	108096507	108096349	108096507	108095438	108095662
1021	"ENSMUSG00000109853.1"	"Gm33045"	chr13	+	110638717	110638919	110638739	110638919	110631698	110631919
1022	"ENSMUSG00000109853.1"	"Gm33045"	chr13	+	110638717	110638919	110638739	110638919	110634467	110634542
1041	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95186054	95186317
1042	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95222474	95223066
1058	"ENSMUSG00000035476.9"	"Tab3"	chrX	+	85609389	85609584	85609392	85609584	85575549	85575610
1059	"ENSMUSG00000035476.9"	"Tab3"	chrX	+	85609389	85609584	85609392	85609584	85593651	85593754
1072	"ENSMUSG00000037032.16"	"Apbb1"	chr7	-	105567253	105567484	105567253	105567339	105567577	105567753
1077	"ENSMUSG00000037890.13"	"Wdr19"	chr5	+	65245795	65247529	65247460	65247529	65244119	65244244
1094	"ENSMUSG00000036023.6"	"Parp2"	chr14	+	50814869	50816299	50816196	50816299	50811775	50811826
1096	"ENSMUSG00000028249.15"	"Sdcbp"	chr4	+	6385025	6385187	6385028	6385187	6378965	6379047
1103	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228054	112228214	112228054	112228178	112228300	112228356
1113	"ENSMUSG00000021392.8"	"Nol8"	chr13	+	49654346	49654502	49654350	49654502	49653102	49653863
1114	"ENSMUSG00000043631.8"	"Ecm2"	chr13	+	49518301	49521072	49520571	49521072	49514793	49515099
1120	"ENSMUSG00000048920.8"	"Fkrp"	chr7	-	16815063	16815126	16815063	16815123	16815225	16815521
1123	"ENSMUSG00000021376.11"	"Tpmt"	chr13	-	47041398	47041595	47041398	47041579	47043126	47043343
1132	"ENSMUSG00000054728.17"	"Phactr1"	chr13	+	42682649	42682800	42682697	42682800	42681512	42681741
1134	"ENSMUSG00000055681.14"	"Cope"	chr8	+	70312705	70312990	70312858	70312990	70311627	70311696
1140	"ENSMUSG00000069255.13"	"Dusp22"	chr13	+	30708676	30711231	30710705	30711231	30707929	30708101
1143	"ENSMUSG00000019467.15"	"Arhgef25"	chr10	-	127183197	127183829	127183197	127183409	127184011	127184212
1147	"ENSMUSG00000021338.17"	"Carmil1"	chr13	-	24019563	24019713	24019563	24019710	24020046	24020071
1160	"ENSMUSG00000022433.20"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79441220	79441818
1177	"ENSMUSG00000026150.14"	"Mff"	chr1	+	82735415	82735507	82735418	82735507	82729215	82729436
1183	"ENSMUSG00000048264.16"	"Dip2c"	chr13	+	9576803	9576918	9576844	9576918	9575361	9575481
1187	"ENSMUSG00000003808.18"	"Farsa"	chr8	+	84868008	84868338	84868223	84868338	84867749	84867918
1223	"ENSMUSG00000097391.8"	"Mirg"	chr12	+	109748124	109748293	109748128	109748293	109743800	109743847
1227	"ENSMUSG00000021268.17"	"Meg3"	chr12	+	109549478	109549552	109549518	109549552	109549290	109549371
1237	"ENSMUSG00000036748.16"	"Cuedc2"	chr19	-	46332617	46332701	46332617	46332698	46338312	46338702
1252	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31009734	31010165	31010080	31010165	31008653	31008867
1253	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010080	31010409	31010296	31010409	31009734	31009852
1257	"ENSMUSG00000010086.17"	"Rnf112"	chr11	-	61450827	61451034	61450827	61450902	61451320	61451371
1260	"ENSMUSG00000033439.12"	"Trmt13"	chr3	-	116582493	116582883	116582493	116582724	116585195	116585270
1262	"ENSMUSG00000033439.12"	"Trmt13"	chr3	-	116582493	116582923	116582493	116582883	116585195	116585270
1270	"ENSMUSG00000033917.15"	"Gde1"	chr7	-	118698554	118698730	118698554	118698726	118705270	118705380
1272	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84368142	84368709	84368585	84368709	84366884	84367019
1306	"ENSMUSG00000058318.15"	"Phf21a"	chr2	+	92328311	92328401	92328314	92328401	92326915	92327164
1307	"ENSMUSG00000021071.17"	"Trim9"	chr12	-	70267233	70267266	70267233	70267263	70267992	70268048
1314	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750005	97750187	97750005	97750154	97750259	97750394
1315	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750005	97750187	97750005	97750154	97750268	97750705
1318	"ENSMUSG00000035614.11"	"Togaram1"	chr12	+	64976694	64976851	64976701	64976851	64970225	64970255
1336	"ENSMUSG00000021010.9"	"Npas3"	chr12	+	53640453	53640536	53640459	53640536	53501389	53501440
1337	"ENSMUSG00000035133.9"	"Arhgap5"	chr12	+	52542488	52542636	52542491	52542636	52504341	52504387
1338	"ENSMUSG00000035133.9"	"Arhgap5"	chr12	+	52542488	52542636	52542491	52542636	52516106	52519967
1348	"ENSMUSG00000086629.8"	"2810403D21Rik"	chrX	+	108836228	108836355	108836265	108836355	108834577	108834685
1349	"ENSMUSG00000086629.8"	"2810403D21Rik"	chrX	+	108836228	108836355	108836265	108836355	108834694	108835004
1351	"ENSMUSG00000037239.8"	"Spred3"	chr7	-	29166526	29167973	29166526	29166695	29169432	29169841
1354	"ENSMUSG00000021792.15"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41006797	41006976
1370	"ENSMUSG00000008450.8"	"Nutf2"	chr8	+	105876353	105876608	105876509	105876608	105875533	105875658
1371	"ENSMUSG00000034522.10"	"Zfp395"	chr14	+	65385395	65385660	65385398	65385660	65358675	65358755
1372	"ENSMUSG00000040867.13"	"Begain"	chr12	-	109052833	109052913	109052833	109052862	109058821	109059427
1426	"ENSMUSG00000025372.16"	"Baiap2"	chr11	+	120000551	120002621	120001073	120002621	119999134	119999297
1438	"ENSMUSG00000038094.15"	"Atp13a4"	chr16	-	29407540	29407629	29407540	29407600	29408883	29409077
1443	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116134907	116135325	116134907	116135116	116138441	116138621
1460	"ENSMUSG00000000049.11"	"Apoh"	chr11	+	108395301	108395407	108395304	108395407	108343353	108343524
1463	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106784018	106782468	106782693	106784100	106784162
1464	"ENSMUSG00000040699.13"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160050	106160142
1465	"ENSMUSG00000040699.13"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160359	106160860
1472	"ENSMUSG00000034255.17"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103339024	103339108
1474	"ENSMUSG00000043372.12"	"Hexim2"	chr11	+	103134031	103134141	103134034	103134141	103133344	103133457
1476	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102398084	102398233	102398099	102398233	102393402	102393782
1480	"ENSMUSG00000059995.12"	"Atxn7l3"	chr11	-	102293066	102293152	102293066	102293095	102293645	102293668
1484	"ENSMUSG00000003810.13"	"Mast2"	chr4	-	116368735	116368930	116368735	116368784	116391602	116391634
1485	"ENSMUSG00000003810.13"	"Mast2"	chr4	-	116391602	116391634	116391602	116391631	116430405	116430548
1487	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102196538	102197436	102196538	102196672	102197665	102197785
1488	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218490	102218415	102218487	102219144	102219281
1489	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218781	102218415	102218487	102219144	102219281
1490	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218781	102218415	102218490	102219144	102219281
1491	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218490	102218415	102218487	102221767	102221851
1493	"ENSMUSG00000032064.17"	"Dixdc1"	chr9	-	50682032	50682626	50682032	50682200	50683724	50683796
1500	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025380	102025499
1501	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025731	102025856
1502	"ENSMUSG00000022035.6"	"Ccdc25"	chr14	+	65851616	65854177	65854101	65854177	65846295	65846335
1506	"ENSMUSG00000001240.13"	"Ramp2"	chr11	+	101247585	101248250	101247810	101248250	101247054	101247144
1507	"ENSMUSG00000034949.18"	"Zfr2"	chr10	+	81242769	81243795	81243649	81243795	81241994	81242174
1512	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100386172	100386388	100386172	100386385	100397620	100397749
1513	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100386172	100386388	100386172	100386385	100397635	100397763
1516	"ENSMUSG00000071074.9"	"Yipf3"	chr17	+	46251113	46251487	46251363	46251487	46250793	46250925
1518	"ENSMUSG00000038412.8"	"Higd1a"	chr9	-	121852490	121852609	121852490	121852605	121856720	121856872
1521	"ENSMUSG00000020883.18"	"Fbxl20"	chr11	-	98095132	98097059	98095132	98095193	98098419	98098494
1522	"ENSMUSG00000057421.12"	"Las1l"	chrX	-	95953221	95955211	95953221	95953303	95955874	95956000
1524	"ENSMUSG00000038437.11"	"Mllt6"	chr11	+	97664954	97665034	97665000	97665034	97663571	97663680
1541	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6341743	6341967	6341902	6341967	6341458	6341516
1544	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6343801	6344079	6343971	6344079	6343460	6343523
1548	"ENSMUSG00000020863.15"	"Luc7l3"	chr11	-	94291138	94293278	94291138	94293032	94295919	94296080
1552	"ENSMUSG00000034300.17"	"Fam53c"	chr18	+	34768167	34768952	34768170	34768952	34762494	34762724
1553	"ENSMUSG00000034300.17"	"Fam53c"	chr18	+	34768167	34768952	34768170	34768952	34763072	34763130
1580	"ENSMUSG00000057181.15"	"5730455P16Rik"	chr11	-	80373639	80373699	80373639	80373697	80374075	80374217
1585	"ENSMUSG00000002058.13"	"Unc119"	chr11	+	78347796	78348259	78348086	78348259	78347217	78347331
1595	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470486	77471878	77470486	77471823	77472013	77472179
1596	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470486	77471878	77470486	77471823	77472301	77472378
1604	"ENSMUSG00000020745.15"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74683458	74683687
1606	"ENSMUSG00000028411.15"	"Aptx"	chr4	-	40695376	40695423	40695376	40695418	40702723	40702914
1616	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23299890	23300045	23299890	23300042	23311648	23311767
1636	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69980213	69980562	69980213	69980330	69981206	69981252
1655	"ENSMUSG00000032892.14"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68973116	68973273
1671	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61493185	61492903	61493061	61493646	61494266
