ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
763	"ENSMUSG00000022564.7"	"Grina"	chr15	+	76248448	76248900	76248771	76248900	76248258	76248368
764	"ENSMUSG00000022565.15"	"Plec"	chr15	-	76185310	76185489	76185310	76185485	76185604	76185766
766	"ENSMUSG00000055762.16"	"Eef1d"	chr15	-	75901131	75901255	75901131	75901252	75902678	75903818
767	"ENSMUSG00000055762.16"	"Eef1d"	chr15	-	75901131	75901255	75901131	75901252	75905885	75905900
771	"ENSMUSG00000023118.15"	"Sympk"	chr7	+	19047449	19047610	19047520	19047610	19045847	19045961
787	"ENSMUSG00000010936.11"	"Vac14"	chr8	+	110712747	110715577	110715426	110715577	110711592	110711711
788	"ENSMUSG00000046711.16"	"Hmga1"	chr17	+	27560915	27561011	27560927	27561011	27559532	27559670
803	"ENSMUSG00000020175.15"	"Rab36"	chr10	+	75038432	75038520	75038439	75038520	75037321	75037483
816	"ENSMUSG00000042185.14"	"Nfrkb"	chr9	+	31397719	31398644	31398559	31398644	31397035	31397137
819	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40299462	40299653	40299462	40299521	40300242	40300302
821	"ENSMUSG00000025006.18"	"Sorbs1"	chr19	-	40299462	40299653	40299462	40299521	40311668	40311863
822	"ENSMUSG00000024382.13"	"Ercc3"	chr18	+	32245488	32245919	32245751	32245919	32244798	32244848
832	"ENSMUSG00000033769.16"	"Exoc6b"	chr6	-	85003047	85003285	85003047	85003093	85004988	85005036
849	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472242	84475888	84476039
851	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472290	84475888	84476039
852	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84472212	84472704	84472212	84472340	84475888	84476039
870	"ENSMUSG00000015222.18"	"Map2"	chr1	+	66420134	66420196	66420137	66420196	66401446	66401521
879	"ENSMUSG00000024664.5"	"Fads3"	chr19	+	10054019	10054349	10054226	10054349	10052835	10053033
893	"ENSMUSG00000053477.17"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69521537	69521686
896	"ENSMUSG00000002320.15"	"Tm9sf1"	chr14	-	55642593	55642955	55642593	55642749	55643179	55643251
897	"ENSMUSG00000002320.15"	"Tm9sf1"	chr14	-	55642593	55642955	55642593	55642749	55643596	55643771
909	"ENSMUSG00000022199.12"	"Slc22a17"	chr14	-	54907518	54908366	54907518	54907630	54908501	54908647
929	"ENSMUSG00000024924.14"	"Vldlr"	chr19	+	27245534	27247090	27247009	27247090	27244198	27244340
942	"ENSMUSG00000021846.9"	"Peli2"	chr14	+	48240209	48240311	48240217	48240311	48168272	48168326
945	"ENSMUSG00000039047.17"	"Pigk"	chr3	+	152829595	152829911	152829743	152829911	152822626	152822717
954	"ENSMUSG00000056656.6"	"Apol8"	chr15	-	77753243	77753326	77753243	77753308	77754944	77754975
963	"ENSMUSG00000021893.14"	"Capn7"	chr14	+	31370701	31371984	31370877	31371984	31369720	31369851
968	"ENSMUSG00000115987.1"	"Vps28"	chr15	-	76623170	76623494	76623170	76623272	76624085	76624175
970	"ENSMUSG00000015095.12"	"Fbxw5"	chr2	+	25502856	25503045	25502870	25503045	25501935	25502151
975	"ENSMUSG00000021819.11"	"Zswim8"	chr14	+	20722459	20723006	20722827	20723006	20722142	20722319
1008	"ENSMUSG00000109853.1"	"Gm33045"	chr13	+	110638717	110638919	110638739	110638919	110631698	110631919
1009	"ENSMUSG00000109853.1"	"Gm33045"	chr13	+	110638717	110638919	110638739	110638919	110634467	110634542
1013	"ENSMUSG00000021692.9"	"Dimt1"	chr13	+	106948700	106949785	106949691	106949785	106947585	106947659
1020	"ENSMUSG00000023262.13"	"Acy1"	chr9	-	106434529	106434829	106434529	106434598	106435095	106435169
1030	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95186054	95186317
1031	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95222474	95223066
1033	"ENSMUSG00000021684.17"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95250249	95250315
1048	"ENSMUSG00000035476.9"	"Tab3"	chrX	+	85609389	85609584	85609392	85609584	85575549	85575610
1049	"ENSMUSG00000035476.9"	"Tab3"	chrX	+	85609389	85609584	85609392	85609584	85593651	85593754
1066	"ENSMUSG00000037890.13"	"Wdr19"	chr5	+	65245795	65247529	65247460	65247529	65244119	65244244
1074	"ENSMUSG00000062590.13"	"Armc9"	chr1	+	86202489	86202564	86202495	86202564	86199837	86199914
1085	"ENSMUSG00000028249.15"	"Sdcbp"	chr4	+	6385025	6385187	6385028	6385187	6378965	6379047
1092	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228054	112228214	112228054	112228178	112228300	112228356
1093	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228054	112228214	112228054	112228178	112228308	112228356
1094	"ENSMUSG00000057948.12"	"Unc13d"	chr11	-	116077447	116077661	116077447	116077658	116077944	116077961
1109	"ENSMUSG00000048920.8"	"Fkrp"	chr7	-	16815063	16815126	16815063	16815123	16815225	16815521
1112	"ENSMUSG00000021376.11"	"Tpmt"	chr13	-	47041398	47041595	47041398	47041579	47043126	47043343
1122	"ENSMUSG00000055681.14"	"Cope"	chr8	+	70312705	70312990	70312858	70312990	70311627	70311696
1128	"ENSMUSG00000069255.13"	"Dusp22"	chr13	+	30708676	30711231	30710705	30711231	30707929	30708101
1134	"ENSMUSG00000021338.17"	"Carmil1"	chr13	-	24019563	24019713	24019563	24019710	24020046	24020071
1147	"ENSMUSG00000022433.20"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79441220	79441818
1169	"ENSMUSG00000048264.16"	"Dip2c"	chr13	+	9576803	9576918	9576844	9576918	9575361	9575481
1173	"ENSMUSG00000003808.18"	"Farsa"	chr8	+	84868008	84868338	84868223	84868338	84867749	84867918
1212	"ENSMUSG00000021268.17"	"Meg3"	chr12	+	109549478	109549552	109549518	109549552	109549290	109549371
1222	"ENSMUSG00000036748.16"	"Cuedc2"	chr19	-	46332617	46332701	46332617	46332698	46338312	46338702
1223	"ENSMUSG00000036748.16"	"Cuedc2"	chr19	-	46338312	46338430	46338312	46338411	46338519	46338630
1238	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010080	31010409	31010296	31010409	31009734	31009852
1242	"ENSMUSG00000010086.17"	"Rnf112"	chr11	-	61450827	61451034	61450827	61450902	61451320	61451371
1245	"ENSMUSG00000033439.12"	"Trmt13"	chr3	-	116582493	116582883	116582493	116582724	116585195	116585270
1247	"ENSMUSG00000033439.12"	"Trmt13"	chr3	-	116582493	116582923	116582493	116582883	116585195	116585270
1255	"ENSMUSG00000033917.15"	"Gde1"	chr7	-	118698554	118698730	118698554	118698726	118705270	118705380
1257	"ENSMUSG00000021235.13"	"Coq6"	chr12	+	84368142	84368709	84368585	84368709	84366884	84367019
1291	"ENSMUSG00000058318.15"	"Phf21a"	chr2	+	92328311	92328401	92328314	92328401	92326915	92327164
1292	"ENSMUSG00000021071.17"	"Trim9"	chr12	-	70267233	70267266	70267233	70267263	70267992	70268048
1295	"ENSMUSG00000043541.16"	"Casc1"	chr6	-	145174833	145177500	145174833	145175324	145178959	145179174
1300	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750005	97750187	97750005	97750154	97750259	97750394
1301	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750005	97750187	97750005	97750154	97750268	97750705
1304	"ENSMUSG00000035614.11"	"Togaram1"	chr12	+	64976694	64976851	64976701	64976851	64970225	64970255
1322	"ENSMUSG00000021010.9"	"Npas3"	chr12	+	53640453	53640536	53640459	53640536	53501389	53501440
1323	"ENSMUSG00000035133.9"	"Arhgap5"	chr12	+	52542488	52542636	52542491	52542636	52504341	52504387
1324	"ENSMUSG00000035133.9"	"Arhgap5"	chr12	+	52542488	52542636	52542491	52542636	52516106	52519967
1334	"ENSMUSG00000086629.8"	"2810403D21Rik"	chrX	+	108836228	108836355	108836265	108836355	108833799	108833955
1336	"ENSMUSG00000037239.8"	"Spred3"	chr7	-	29166526	29167973	29166526	29166695	29169432	29169841
1339	"ENSMUSG00000021792.15"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41006797	41006976
1355	"ENSMUSG00000008450.8"	"Nutf2"	chr8	+	105876353	105876608	105876509	105876608	105875533	105875658
1356	"ENSMUSG00000034522.10"	"Zfp395"	chr14	+	65385395	65385660	65385398	65385660	65358675	65358755
1366	"ENSMUSG00000045275.16"	"Lca5l"	chr16	-	96184012	96184160	96184012	96184114	96185770	96185929
1394	"ENSMUSG00000025170.13"	"Rab40b"	chr11	-	121363503	121363647	121363503	121363564	121387933	121388065
1423	"ENSMUSG00000038094.15"	"Atp13a4"	chr16	-	29407540	29407629	29407540	29407600	29408883	29409077
1428	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116134907	116135325	116134907	116135116	116138441	116138621
1447	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106782693	106782468	106782684	106783958	106784018
1448	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106784018	106782468	106782693	106784100	106784162
1449	"ENSMUSG00000040699.13"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160050	106160142
1450	"ENSMUSG00000040699.13"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160359	106160860
1458	"ENSMUSG00000043372.12"	"Hexim2"	chr11	+	103134031	103134141	103134034	103134141	103133344	103133457
1460	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102398084	102398233	102398099	102398233	102393402	102393782
1464	"ENSMUSG00000059995.12"	"Atxn7l3"	chr11	-	102293066	102293152	102293066	102293095	102293645	102293668
1468	"ENSMUSG00000003810.13"	"Mast2"	chr4	-	116368735	116368930	116368735	116368784	116371476	116371734
1469	"ENSMUSG00000003810.13"	"Mast2"	chr4	-	116391602	116391634	116391602	116391631	116430405	116430548
1471	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218490	102218415	102218487	102218686	102218928
1472	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218490	102218415	102218487	102219144	102219281
1473	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218781	102218415	102218487	102219144	102219281
1474	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218781	102218415	102218490	102219144	102219281
1476	"ENSMUSG00000032064.17"	"Dixdc1"	chr9	-	50682032	50682626	50682032	50682200	50683724	50683796
1483	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025380	102025499
1484	"ENSMUSG00000022035.6"	"Ccdc25"	chr14	+	65851616	65854177	65854101	65854177	65846295	65846335
1488	"ENSMUSG00000034949.18"	"Zfr2"	chr10	+	81242769	81243795	81243649	81243795	81241994	81242174
1493	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100386172	100386388	100386172	100386385	100397620	100397749
1494	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100386172	100386388	100386172	100386385	100397635	100397763
1498	"ENSMUSG00000038412.8"	"Higd1a"	chr9	-	121852490	121852609	121852490	121852605	121856720	121856872
1501	"ENSMUSG00000057421.12"	"Las1l"	chrX	-	95953221	95955211	95953221	95953303	95955874	95956000
1510	"ENSMUSG00000018678.13"	"Sp2"	chr11	-	96963364	96963444	96963364	96963441	96977620	96977711
1520	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6341743	6341967	6341902	6341967	6341458	6341516
1523	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6343801	6344079	6343971	6344079	6343460	6343523
1527	"ENSMUSG00000020863.15"	"Luc7l3"	chr11	-	94291138	94293278	94291138	94293032	94295919	94296080
1531	"ENSMUSG00000034300.17"	"Fam53c"	chr18	+	34768167	34768952	34768170	34768952	34762494	34762724
1532	"ENSMUSG00000034300.17"	"Fam53c"	chr18	+	34768167	34768952	34768170	34768952	34763072	34763130
1563	"ENSMUSG00000002058.13"	"Unc119"	chr11	+	78347796	78348259	78348086	78348259	78347217	78347331
1573	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470486	77471878	77470486	77471823	77472013	77472179
1574	"ENSMUSG00000037907.16"	"Ankrd13b"	chr11	-	77470486	77471878	77470486	77471823	77472301	77472378
1582	"ENSMUSG00000020745.15"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74682234	74682336
1583	"ENSMUSG00000020745.15"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74683458	74683687
1585	"ENSMUSG00000028411.15"	"Aptx"	chr4	-	40695376	40695423	40695376	40695418	40702723	40702914
1598	"ENSMUSG00000005951.13"	"Shpk"	chr11	+	73213330	73213514	73213450	73213514	73206315	73206492
1607	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70695863	70696043	70695863	70695948	70699919	70700155
1608	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70695863	70696043	70695863	70695948	70699948	70700155
1617	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69980213	69980562	69980213	69980330	69981206	69981252
1636	"ENSMUSG00000032892.14"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68973116	68973273
1637	"ENSMUSG00000032892.14"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68973440	68973557
1653	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61493185	61492903	61493061	61493646	61494266
1654	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61492903	61493185	61492903	61493069	61493646	61494266
1657	"ENSMUSG00000020716.16"	"Nf1"	chr11	+	79565417	79565551	79565420	79565551	79559404	79559562
1660	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74017900	74018017
1664	"ENSMUSG00000031392.18"	"Irak1"	chrX	-	74022848	74023065	74022848	74022952	74023365	74023533
1669	"ENSMUSG00000009894.15"	"Snap47"	chr11	-	59442791	59442912	59442791	59442841	59449792	59449916
1682	"ENSMUSG00000020333.17"	"Acsl6"	chr11	+	54338411	54338546	54338453	54338546	54335051	54335125
1683	"ENSMUSG00000046415.11"	"B430212C06Rik"	chr18	-	67324490	67324719	67324490	67324571	67344001	67344103
1684	"ENSMUSG00000090077.9"	"Lime1"	chr2	+	181382193	181382544	181382486	181382544	181380077	181380179
1696	"ENSMUSG00000020366.18"	"Mapk9"	chr11	+	49869171	49869310	49869211	49869310	49863543	49863673
1699	"ENSMUSG00000059674.7"	"Cdh24"	chr14	-	54633649	54633771	54633649	54633767	54636332	54636469
1701	"ENSMUSG00000062785.14"	"Kcnc3"	chr7	+	44598380	44598575	44598383	44598575	44597589	44597619
1709	"ENSMUSG00000002984.17"	"Tomm40"	chr7	-	19703065	19703391	19703065	19703142	19710732	19710838
1710	"ENSMUSG00000037286.15"	"Stag1"	chr9	+	100953485	100953596	100953492	100953596	100951606	100951781
1714	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17277341	17277592	17277527	17277592	17276961	17277039
1724	"ENSMUSG00000049811.17"	"Fam161a"	chr11	+	23015654	23015884	23015658	23015884	23013538	23013647
1726	"ENSMUSG00000005312.15"	"Ubqln1"	chr13	-	58179552	58179668	58179552	58179662	58180821	58181625
1735	"ENSMUSG00000004394.12"	"Tmed4"	chr11	-	6274397	6274498	6274397	6274481	6274680	6274865
1737	"ENSMUSG00000003166.20"	"Dgcr2"	chr16	-	17858359	17859526	17858359	17858570	17872562	17872685
