ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
346	"ENSMUSG00000057666.18"	"Gapdh"	chr6	-	125165096	125165311	125165284	125165311	125163345	125163436
349	"ENSMUSG00000044477.12"	"Zfand3"	chr17	+	30135322	30135659	30135322	30135505	30153302	30153368
352	"ENSMUSG00000054874.12"	"Pcnx3"	chr19	-	5683276	5683412	5683306	5683412	5681431	5681574
361	"ENSMUSG00000091625.8"	"Lsm5"	chr6	-	56703313	56703409	56703317	56703409	56703005	56703033
364	"ENSMUSG00000006299.13"	"Aamp"	chr1	-	74281328	74281642	74281526	74281642	74281088	74281179
371	"ENSMUSG00000053291.15"	"Rab4b"	chr7	-	27175778	27176238	27176157	27176238	27174715	27174778
377	"ENSMUSG00000022801.13"	"Lrch3"	chr16	+	32994947	32995011	32994947	32994996	32997381	32997488
379	"ENSMUSG00000014075.15"	"Tctex1d2"	chr16	+	32425240	32426921	32425240	32425310	32428755	32429099
381	"ENSMUSG00000022770.17"	"Dlg1"	chr16	+	31846833	31846937	31846833	31846933	31856440	31856491
386	"ENSMUSG00000022884.16"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111502	23111592
388	"ENSMUSG00000079507.10"	"H2-Q1"	chr17	+	35320820	35321550	35320820	35321090	35323063	35323339
398	"ENSMUSG00000091586.2"	"Cyp4f17"	chr17	+	32506893	32507108	32506893	32507092	32517893	32518038
401	"ENSMUSG00000096370.8"	"Gm21992"	chr19	-	4793815	4794009	4793925	4794009	4792634	4792820
403	"ENSMUSG00000022761.12"	"Lztr1"	chr16	+	17524307	17524471	17524307	17524457	17525252	17525344
404	"ENSMUSG00000022763.18"	"Aifm3"	chr16	+	17500288	17500534	17500288	17500398	17500746	17500843
406	"ENSMUSG00000022788.16"	"Fgd4"	chr16	-	16503985	16504216	16504096	16504216	16484089	16484597
408	"ENSMUSG00000022789.15"	"Dnm1l"	chr16	-	16345979	16346145	16345997	16346145	16340995	16341067
410	"ENSMUSG00000022789.15"	"Dnm1l"	chr16	-	16345979	16346145	16345997	16346145	16342696	16342735
414	"ENSMUSG00000007570.16"	"Fance"	chr17	+	28318061	28318407	28318061	28318156	28320789	28320856
417	"ENSMUSG00000039637.15"	"Coro7"	chr16	-	4634588	4634907	4634761	4634907	4634298	4634430
419	"ENSMUSG00000056851.14"	"Pcbp2"	chr15	+	102487087	102487129	102487087	102487128	102488204	102488432
430	"ENSMUSG00000006958.14"	"Chrd"	chr16	+	20735745	20736143	20735745	20735893	20736263	20736383
438	"ENSMUSG00000036529.17"	"Sbf1"	chr15	-	89301842	89302377	89302181	89302377	89300772	89300951
440	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186362	89187243	89186955	89187243	89186171	89186261
446	"ENSMUSG00000061740.8"	"Cyp2d22"	chr15	-	82373903	82374469	82374297	82374469	82372389	82372577
447	"ENSMUSG00000061740.8"	"Cyp2d22"	chr15	-	82373110	82373833	82373672	82373833	82372784	82372926
448	"ENSMUSG00000022394.14"	"L3mbtl2"	chr15	+	81667158	81668763	81667158	81667396	81670126	81670250
452	"ENSMUSG00000033055.12"	"Ankrd54"	chr15	-	79054495	79054603	79054509	79054603	79053909	79054084
458	"ENSMUSG00000033287.16"	"Kctd17"	chr15	+	78436900	78436994	78436900	78436963	78437157	78437579
460	"ENSMUSG00000033287.16"	"Kctd17"	chr15	+	78436900	78437099	78436900	78436963	78437583	78437671
461	"ENSMUSG00000033287.16"	"Kctd17"	chr15	+	78436900	78437099	78436900	78436994	78437583	78437671
465	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347481	76348004	76347895	76348004	76347258	76347387
466	"ENSMUSG00000022564.7"	"Grina"	chr15	+	76248448	76248900	76248448	76248649	76248977	76249121
467	"ENSMUSG00000022565.15"	"Plec"	chr15	-	76185604	76185766	76185608	76185766	76185310	76185489
480	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76421139	76423835	76421139	76421213	76427108	76427216
487	"ENSMUSG00000046711.16"	"Hmga1"	chr17	+	27559532	27559703	27559532	27559670	27560915	27561011
490	"ENSMUSG00000033029.12"	"1700088E04Rik"	chr15	-	79140768	79140992	79140880	79140992	79135636	79135765
493	"ENSMUSG00000034254.17"	"Agpat1"	chr17	+	34610871	34611005	34610871	34610926	34611604	34611700
494	"ENSMUSG00000029108.14"	"Pcdh7"	chr5	+	57913155	57913372	57913155	57913348	57915803	57916032
495	"ENSMUSG00000029108.14"	"Pcdh7"	chr5	+	57913155	57913372	57913155	57913348	57942166	57942262
496	"ENSMUSG00000004894.10"	"Hapln2"	chr3	-	88023764	88024471	88024329	88024471	88023523	88023640
500	"ENSMUSG00000022201.16"	"Zfr"	chr15	+	12118238	12118341	12118238	12118338	12135266	12135290
502	"ENSMUSG00000096971.2"	"4930556M19Rik"	chr15	+	10716647	10716774	10716647	10716718	10719063	10719429
507	"ENSMUSG00000087177.7"	"E130307A14Rik"	chr10	-	39640275	39640511	39640379	39640511	39632949	39633016
518	"ENSMUSG00000022111.9"	"Uchl3"	chr14	+	101665760	101668576	101665760	101665889	101690571	101690647
519	"ENSMUSG00000022111.9"	"Uchl3"	chr14	+	101665760	101668576	101665760	101665889	101695158	101695217
520	"ENSMUSG00000042810.14"	"Krba1"	chr6	+	48413362	48414151	48413362	48413503	48414489	48414600
523	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84475888	84476039	84476008	84476039	84470667	84470731
525	"ENSMUSG00000115529.1"	"9630013A20Rik"	chr14	-	84475888	84476039	84476008	84476039	84472212	84472704
532	"ENSMUSG00000025272.16"	"Tro"	chrX	-	150649464	150649655	150649547	150649655	150645693	150646119
546	"ENSMUSG00000022220.14"	"Adcy4"	chr14	-	55769791	55770132	55770024	55770132	55769372	55769497
548	"ENSMUSG00000079197.10"	"Psme2"	chr14	-	55587653	55588094	55588039	55588094	55587446	55587565
553	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55501458	55501893	55501458	55501593	55502224	55502433
562	"ENSMUSG00000034799.16"	"Unc13a"	chr8	-	71662480	71662928	71662854	71662928	71661818	71661851
577	"ENSMUSG00000021288.19"	"Klc1"	chr12	+	111789324	111789486	111789324	111789459	111793648	111793699
578	"ENSMUSG00000021288.19"	"Klc1"	chr12	+	111789324	111789486	111789324	111789459	111795547	111795678
579	"ENSMUSG00000021288.19"	"Klc1"	chr12	+	111789324	111789486	111789324	111789459	111806007	111806074
582	"ENSMUSG00000058690.14"	"Ccser2"	chr14	-	36890293	36890426	36890341	36890426	36885750	36885790
584	"ENSMUSG00000056656.6"	"Apol8"	chr15	-	77754930	77754975	77754944	77754975	77753243	77753326
601	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20352703	20352839	20352703	20352837	20354771	20354961
602	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20352703	20352839	20352703	20352837	20356354	20356497
603	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20352703	20352839	20352703	20352837	20358023	20358140
604	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20352703	20352839	20352703	20352837	20367845	20371342
605	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20352703	20352839	20352703	20352837	20374329	20374454
628	"ENSMUSG00000023262.13"	"Acy1"	chr9	-	106434964	106435169	106435095	106435169	106434684	106434829
630	"ENSMUSG00000042015.17"	"Wdr41"	chr13	+	94997055	94997188	94997055	94997185	94999866	94999928
642	"ENSMUSG00000021565.16"	"Slc6a19"	chr13	-	73689044	73689611	73689500	73689611	73686065	73686194
656	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112224207	112224356	112224308	112224356	112221659	112221855
657	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228300	112228356	112228308	112228356	112224207	112224356
658	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228300	112228356	112228308	112228356	112228054	112228178
659	"ENSMUSG00000097767.8"	"Miat"	chr5	-	112228300	112228356	112228308	112228356	112228054	112228214
671	"ENSMUSG00000021432.15"	"Slc35b3"	chr13	-	38955648	38955936	38955820	38955936	38943058	38943166
673	"ENSMUSG00000021431.15"	"Snrnp48"	chr13	+	38217373	38220776	38217373	38217495	38221234	38221393
689	"ENSMUSG00000024293.16"	"Esco1"	chr18	-	10593745	10595875	10595675	10595875	10585977	10586041
691	"ENSMUSG00000019467.15"	"Arhgef25"	chr10	-	127183197	127183829	127183648	127183829	127182524	127182943
692	"ENSMUSG00000019467.15"	"Arhgef25"	chr10	-	127184391	127184713	127184662	127184713	127184011	127184212
696	"ENSMUSG00000085024.1"	"C230035I16Rik"	chr13	-	23430135	23430352	23430228	23430352	23428106	23428415
703	"ENSMUSG00000022771.17"	"Ppil2"	chr16	-	17091855	17091889	17091867	17091889	17091174	17091292
708	"ENSMUSG00000022433.20"	"Csnk1e"	chr15	-	79441220	79441818	79441760	79441818	79438771	79438855
713	"ENSMUSG00000021314.13"	"Amph"	chr13	+	19121274	19121331	19121274	19121319	19137535	19137742
728	"ENSMUSG00000029713.15"	"Gnb2"	chr5	-	137529845	137530290	137530183	137530290	137529602	137529765
729	"ENSMUSG00000024013.15"	"Fgd2"	chr17	+	29373217	29373414	29373217	29373297	29374010	29374103
736	"ENSMUSG00000024858.14"	"Grk2"	chr19	-	4287557	4287985	4287822	4287985	4287352	4287466
737	"ENSMUSG00000024858.14"	"Grk2"	chr19	-	4291238	4291641	4291589	4291641	4290771	4290871
759	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31009734	31010165	31009734	31009852	31010296	31010409
760	"ENSMUSG00000021916.16"	"Glt8d1"	chr14	+	31010863	31011233	31010863	31011030	31011484	31011991
763	"ENSMUSG00000010086.17"	"Rnf112"	chr11	-	61450827	61451034	61450977	61451034	61450584	61450705
773	"ENSMUSG00000020599.13"	"Rgs9"	chr11	-	109259826	109259898	109259835	109259898	109256001	109258699
777	"ENSMUSG00000021139.17"	"Gm20498"	chr12	-	81532364	81532877	81532715	81532877	81480930	81481002
786	"ENSMUSG00000024787.14"	"Snx15"	chr19	-	6123829	6124188	6124152	6124188	6122039	6122155
791	"ENSMUSG00000021066.9"	"Atl1"	chr12	+	69932216	69934920	69932216	69932321	69937074	69937131
793	"ENSMUSG00000022469.17"	"Rapgef3"	chr15	-	97750259	97750394	97750268	97750394	97750005	97750187
798	"ENSMUSG00000024660.9"	"Incenp"	chr19	-	9877676	9878248	9878127	9878248	9876589	9876816
801	"ENSMUSG00000021171.8"	"Esyt2"	chr12	+	116370170	116370288	116370170	116370227	116389433	116391050
808	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44576603	44576789	44576603	44576780	44578144	44578180
809	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44576603	44576789	44576603	44576780	44583666	44583792
810	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44576603	44576789	44576603	44576780	44584834	44584987
811	"ENSMUSG00000020598.16"	"Nrcam"	chr12	+	44576603	44576789	44576603	44576780	44590107	44590239
818	"ENSMUSG00000020674.17"	"Pxdn"	chr12	+	29987063	29987233	29987063	29987216	29990735	29991008
820	"ENSMUSG00000061911.15"	"Myt1l"	chr12	+	29826865	29827837	29826865	29827831	29836349	29836440
832	"ENSMUSG00000005779.12"	"Psmb4"	chr3	-	94884897	94885033	94884916	94885033	94884670	94884759
833	"ENSMUSG00000020290.14"	"Xpo1"	chr11	+	23267661	23268690	23267661	23267763	23268848	23268912
834	"ENSMUSG00000020290.14"	"Xpo1"	chr11	+	23267661	23268690	23267661	23267763	23271132	23271205
855	"ENSMUSG00000025145.13"	"Lrrc45"	chr11	+	120718441	120719132	120718441	120718553	120719465	120719558
865	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116134907	116135325	116135190	116135325	116134432	116134505
876	"ENSMUSG00000069631.14"	"Strada"	chr11	-	106187100	106187180	106187124	106187180	106173678	106173781
877	"ENSMUSG00000069631.14"	"Strada"	chr11	-	106187100	106187180	106187124	106187180	106180954	106180983
878	"ENSMUSG00000069631.14"	"Strada"	chr11	-	106187100	106187180	106187124	106187180	106184561	106184619
884	"ENSMUSG00000042042.14"	"Csgalnact2"	chr6	-	118124311	118126338	118126121	118126338	118120944	118121123
885	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102399614	102400045	102399614	102399780	102400660	102400798
891	"ENSMUSG00000052373.14"	"Mpp3"	chr11	-	102023701	102025154	102025076	102025154	102023326	102023464
893	"ENSMUSG00000001552.14"	"Jup"	chr11	-	100397620	100397749	100397635	100397749	100386172	100386388
901	"ENSMUSG00000038453.17"	"Srcin1"	chr11	-	97574916	97575226	97574967	97575226	97566710	97566773
904	"ENSMUSG00000024640.9"	"Psat1"	chr19	-	15917062	15917249	15917076	15917249	15916838	15916957
907	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6341743	6341967	6341743	6341834	6342254	6342310
910	"ENSMUSG00000036634.15"	"Mag"	chr7	-	30908975	30909272	30909219	30909272	30908364	30908622
913	"ENSMUSG00000059474.13"	"Mbtd1"	chr11	+	93905158	93905358	93905158	93905343	93908803	93908941
942	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974329	77973782	77973977	77974439	77974636
950	"ENSMUSG00000062270.14"	"Morf4l1"	chr9	-	90097371	90100523	90100442	90100523	90096502	90096604
952	"ENSMUSG00000014856.12"	"Tmem208"	chr8	+	105328321	105328484	105328321	105328458	105334642	105335219
967	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699919	70700155	70699948	70700155	70695863	70696043
972	"ENSMUSG00000020831.18"	"0610010K14Rik"	chr11	-	70235996	70236211	70236023	70236211	70235207	70235464
973	"ENSMUSG00000020831.18"	"0610010K14Rik"	chr11	-	70235996	70236211	70236023	70236211	70235735	70235800
981	"ENSMUSG00000005204.12"	"Senp3"	chr11	-	69678136	69678284	69678226	69678284	69677972	69678020
987	"ENSMUSG00000022982.10"	"Sod1"	chr16	+	90220753	90224425	90220753	90220929	90225144	90225262
996	"ENSMUSG00000001034.17"	"Mapk7"	chr11	-	61493523	61494266	61493646	61494266	61492903	61493185
998	"ENSMUSG00000042729.11"	"Wdr74"	chr19	+	8735986	8736297	8735986	8736093	8737653	8737729
1006	"ENSMUSG00000049755.14"	"Zfp672"	chr11	-	58322568	58322729	58322599	58322729	58319323	58319590
1011	"ENSMUSG00000022756.17"	"Slc7a4"	chr16	-	17573945	17574586	17574473	17574586	17573555	17573664
1016	"ENSMUSG00000044807.13"	"Zfp354c"	chr11	-	50817792	50817935	50817808	50817935	50817288	50817359
1021	"ENSMUSG00000002984.17"	"Tomm40"	chr7	-	19703065	19703391	19703268	19703391	19702847	19702950
1025	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276836	17277250	17276836	17276887	17277341	17277401
1026	"ENSMUSG00000055692.21"	"Tmem191c"	chr16	+	17276961	17277250	17276961	17277039	17277341	17277401
1029	"ENSMUSG00000114382.1"	"Gm4814"	chr13	+	93073642	93073731	93073642	93073676	93074074	93074757
1034	"ENSMUSG00000024299.17"	"Adamts10"	chr17	+	33537278	33537424	33537278	33537327	33538263	33538410
1044	"ENSMUSG00000089736.2"	"Tgfbr3l"	chr8	+	4250466	4250921	4250466	4250625	4251292	4251423
1045	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6415875	6418131	6415875	6415979	6419112	6419285
1046	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6418100	6418314	6418100	6418131	6419112	6419285
1050	"ENSMUSG00000021843.17"	"Ktn1"	chr14	+	47734154	47734266	47734154	47734264	47736099	47739894
1055	"ENSMUSG00000020454.17"	"Eif4enif1"	chr11	+	3229868	3230101	3229868	3230065	3234461	3234645
1056	"ENSMUSG00000023764.18"	"Sfi1"	chr11	-	3134625	3135542	3135282	3135542	3133071	3133207
1075	"ENSMUSG00000097331.2"	"F420014N23Rik"	chr10	+	127195248	127195524	127195248	127195467	127197136	127197194
1076	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036548	161036579
1077	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036579	161036207	161036244	161036819	161036852
1078	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036819	161037315
1080	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161037315	161035982	161036244	161037504	161037547
1082	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161037315	161035982	161036244	161038224	161038272
1083	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161037315	161036819	161036852	161038224	161038272
1088	"ENSMUSG00000041491.8"	"Cep78"	chr19	-	15974355	15974952	15974887	15974952	15970895	15971031
1092	"ENSMUSG00000060181.6"	"Slc35e3"	chr10	-	117740511	117740594	117740516	117740594	117735899	117736270
1100	"ENSMUSG00000078713.8"	"Tomm5"	chr4	-	45107912	45108108	45107916	45108108	45106838	45106888
1104	"ENSMUSG00000020849.13"	"Ywhae"	chr11	+	75755573	75755680	75755573	75755652	75756816	75757116
1105	"ENSMUSG00000020849.13"	"Ywhae"	chr11	+	75755573	75755680	75755573	75755652	75759291	75759428
1107	"ENSMUSG00000024163.17"	"Mapk8ip3"	chr17	-	24912735	24912866	24912747	24912866	24908410	24908428
1120	"ENSMUSG00000117679.1"	"Apbb3"	chr18	-	36676616	36676992	36676864	36676992	36676362	36676477
1123	"ENSMUSG00000034771.15"	"Tle2"	chr10	+	81580256	81580667	81580256	81580331	81580894	81580914
1124	"ENSMUSG00000034771.15"	"Tle2"	chr10	+	81586212	81586373	81586212	81586337	81586854	81586928
1132	"ENSMUSG00000055862.7"	"Izumo4"	chr10	+	80703729	80703928	80703729	80703756	80704417	80704435
1153	"ENSMUSG00000000902.13"	"Smarcb1"	chr10	-	75904383	75906196	75906029	75906196	75897444	75897576
1158	"ENSMUSG00000069601.14"	"Ank3"	chr10	+	69982115	69982197	69982115	69982161	69986082	69988632
1159	"ENSMUSG00000069601.14"	"Ank3"	chr10	+	69982115	69982197	69982115	69982161	69986088	69993762
1162	"ENSMUSG00000097451.11"	"Rian"	chr12	+	109627047	109627153	109627047	109627132	109634193	109634354
1165	"ENSMUSG00000097451.11"	"Rian"	chr12	+	109627047	109627153	109627047	109627132	109640266	109640328
1179	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294000	101295164	101294969	101295164	101291382	101291532
1189	"ENSMUSG00000051007.15"	"Gatd1"	chr7	-	141411797	141411874	141411812	141411874	141409845	141410885
1195	"ENSMUSG00000026280.17"	"Atg4b"	chr1	+	93775627	93778364	93775627	93775700	93780717	93780911
1197	"ENSMUSG00000027367.16"	"Stard7"	chr2	+	127284094	127284581	127284094	127284303	127290771	127290882
1199	"ENSMUSG00000019802.13"	"Sec63"	chr10	+	42796205	42797733	42796205	42796264	42798746	42798855
1200	"ENSMUSG00000019802.13"	"Sec63"	chr10	+	42796205	42798855	42796205	42797733	42801632	42801727
1204	"ENSMUSG00000021901.10"	"Bap1"	chr14	+	31253455	31253640	31253455	31253575	31254166	31254309
1209	"ENSMUSG00000019823.17"	"Mical1"	chr10	+	41478009	41478635	41478009	41478314	41478962	41479071
1211	"ENSMUSG00000019826.11"	"Zbtb24"	chr10	+	41455672	41455772	41455672	41455756	41462278	41462360
1212	"ENSMUSG00000022614.8"	"Lmf2"	chr15	-	89354455	89354817	89354563	89354817	89353828	89354007
1214	"ENSMUSG00000022614.8"	"Lmf2"	chr15	-	89354426	89354817	89354563	89354817	89354082	89354297
1215	"ENSMUSG00000022614.8"	"Lmf2"	chr15	-	89354455	89354817	89354563	89354817	89354082	89354297
1222	"ENSMUSG00000061689.15"	"Dlgap4"	chr2	+	156745834	156749356	156745834	156746196	156760850	156760942
1234	"ENSMUSG00000054702.14"	"Ap1s3"	chr1	-	79625104	79625285	79625106	79625285	79614202	79614340
1237	"ENSMUSG00000028552.13"	"Eps15"	chr4	+	109361162	109361867	109361162	109361324	109366123	109366240
1241	"ENSMUSG00000023007.15"	"Prpf40b"	chr15	+	99295240	99295428	99295240	99295273	99304040	99304184
1245	"ENSMUSG00000025786.17"	"Zdhhc3"	chr9	-	123100258	123100592	123100262	123100592	123084213	123084310
1252	"ENSMUSG00000032536.12"	"Trak1"	chr9	+	121460358	121460715	121460358	121460577	121468984	121469087
1277	"ENSMUSG00000031601.16"	"Cnot7"	chr8	-	40499294	40500913	40500751	40500913	40495804	40495915
1278	"ENSMUSG00000039952.15"	"Dag1"	chr9	-	108253008	108253157	108253100	108253157	108242888	108243023
1281	"ENSMUSG00000041528.15"	"Rnf123"	chr9	-	108069671	108069801	108069675	108069801	108069171	108069282
1286	"ENSMUSG00000034684.12"	"Sema3f"	chr9	-	107685324	107685547	107685343	107685547	107684687	107684776
1287	"ENSMUSG00000034684.12"	"Sema3f"	chr9	-	107685324	107685547	107685343	107685547	107684687	107684816
1292	"ENSMUSG00000023192.12"	"Grm2"	chr9	-	106647150	106648226	106648104	106648226	106645296	106645477
1303	"ENSMUSG00000032456.13"	"Nmnat3"	chr9	+	98296603	98296980	98296603	98296732	98354018	98355757
1313	"ENSMUSG00000025656.17"	"Arhgef9"	chrX	-	95054880	95055011	95054942	95055011	95054228	95054290
