ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
74	"ENSMUSG00000025862.14"	"Stag2"	chrX	+	42211077	42211242	42217334	42217431	42206045	42206124	42220977	42221029
75	"ENSMUSG00000001986.16"	"Gria3"	chrX	+	41654809	41654924	41669500	41669615	41654005	41654253	41672218	41672466
76	"ENSMUSG00000001986.16"	"Gria3"	chrX	+	41669500	41669615	41672218	41672466	41654005	41654253	41676339	41678601
77	"ENSMUSG00000036572.16"	"Upf3b"	chrX	-	37102026	37102137	37104428	37104527	37100092	37100136	37108914	37109021
78	"ENSMUSG00000050379.15"	"Septin6"	chrX	-	36922839	36923030	36930098	36930267	36911325	36913254	36934383	36934480
79	"ENSMUSG00000096911.7"	"Gm2165"	chrX	+	28698042	28698075	28698271	28698435	28697445	28697532	28698993	28699106
80	"ENSMUSG00000093817.7"	"Gm2101"	chrX	+	27690057	27690090	27690286	27690450	27689460	27689547	27691008	27691121
81	"ENSMUSG00000031007.2"	"Atp6ap2"	chrX	+	12596155	12596287	12604866	12604962	12594760	12594891	12605117	12605255
82	"ENSMUSG00000031166.13"	"Wdr13"	chrX	-	8127810	8127952	8128033	8128214	8126080	8126199	8128968	8129276
83	"ENSMUSG00000021357.14"	"Exoc2"	chr13	-	30911169	30911250	30925722	30925847	30906731	30906877	30927307	30927421
84	"ENSMUSG00000031158.11"	"Timm17b"	chrX	+	7900960	7901060	7903672	7903736	7899356	7899469	7906070	7906199
85	"ENSMUSG00000031153.16"	"Gripap1"	chrX	+	7792275	7792337	7794259	7794286	7792069	7792136	7794991	7795099
86	"ENSMUSG00000031153.16"	"Gripap1"	chrX	+	7794259	7794286	7794991	7795099	7792275	7792337	7799289	7799428
87	"ENSMUSG00000085793.2"	"Lin52"	chr12	+	84457948	84457986	84459618	84459685	84456240	84456315	84462368	84462452
88	"ENSMUSG00000085793.2"	"Lin52"	chr12	+	84459618	84459685	84462368	84462452	84457395	84457986	84529689	84529709
89	"ENSMUSG00000026839.17"	"Upp2"	chr2	+	58616833	58616899	58617633	58617728	58583675	58583686	58624592	58624605
90	"ENSMUSG00000037791.15"	"Phf12"	chr11	+	78006726	78006799	78009400	78009794	77984015	77984197	78013170	78013291
91	"ENSMUSG00000037791.15"	"Phf12"	chr11	+	78015497	78015630	78018064	78018229	78013170	78013291	78022357	78022516
92	"ENSMUSG00000027824.5"	"Vmn2r1"	chr3	+	64101302	64101533	64102974	64103098	64089452	64090325	64104475	64109484
93	"ENSMUSG00000054843.9"	"Atrnl1"	chr19	+	57797424	57797503	57935596	57935704	57777883	57777945	58042327	58042442
94	"ENSMUSG00000054843.9"	"Atrnl1"	chr19	+	57935596	57935704	58042327	58042442	57797424	57797503	58131092	58133343
95	"ENSMUSG00000025085.16"	"Ablim1"	chr19	-	57046924	57047065	57048366	57048433	57044880	57044972	57049461	57049509
96	"ENSMUSG00000025085.16"	"Ablim1"	chr19	-	57046924	57047071	57048366	57048433	57044880	57044972	57049461	57049509
97	"ENSMUSG00000025085.16"	"Ablim1"	chr19	-	57051129	57051234	57059084	57059204	57049461	57049509	57061252	57061382
98	"ENSMUSG00000025060.15"	"Slk"	chr19	+	47611574	47611623	47611901	47612051	47608904	47609069	47615195	47615268
99	"ENSMUSG00000025060.15"	"Slk"	chr19	+	47611901	47612051	47615195	47615268	47611574	47611623	47615405	47615600
100	"ENSMUSG00000025041.17"	"Nt5c2"	chr19	-	46893518	46893560	46894520	46894604	46892504	46892612	46896507	46896561
101	"ENSMUSG00000025041.17"	"Nt5c2"	chr19	-	46924261	46924335	46950845	46950965	46904974	46905092	46962271	46962308
102	"ENSMUSG00000025041.17"	"Nt5c2"	chr19	-	46924261	46924335	46950845	46950965	46904974	46905092	47014697	47015153
103	"ENSMUSG00000025036.7"	"Sfxn2"	chr19	+	46590140	46590201	46590483	46590550	46587934	46588010	46591120	46591170
104	"ENSMUSG00000037126.16"	"Psd"	chr19	-	46314175	46314333	46314462	46314533	46313653	46313798	46314612	46314803
105	"ENSMUSG00000037126.16"	"Psd"	chr19	-	46320768	46320966	46322055	46322496	46320526	46320607	46323127	46323482
106	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45406544	45406586	45471014	45471104	45363751	45363886	45502931	45503163
107	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45423132	45423240	45471014	45471104	45363750	45363886	45502931	45503163
108	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45423132	45423240	45456532	45456610	45406544	45406586	45471014	45471104
109	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45423132	45423240	45471014	45471104	45406544	45406586	45502931	45503163
110	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45363832	45363886	45502931	45503163
111	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45423132	45423240	45502931	45503163
112	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45456532	45456610	45502931	45503163	45423132	45423240	45507683	45507870
113	"ENSMUSG00000025816.15"	"Sec61a2"	chr2	-	5877854	5878008	5882580	5882690	5876840	5877001	5882817	5882949
114	"ENSMUSG00000058761.5"	"Rnf169"	chr7	-	99935161	99935280	99942958	99943105	99927092	99927192	99955466	99955540
115	"ENSMUSG00000067242.11"	"Lgi1"	chr19	+	38283969	38284041	38284141	38284213	38265409	38265646	38297928	38298000
116	"ENSMUSG00000094707.2"	"A830019P07Rik"	chr19	-	35842363	35842421	35888234	35888460	35841273	35841329	35923486	35923547
117	"ENSMUSG00000013662.6"	"Atad1"	chr19	-	32706834	32707009	32737227	32737274	32702539	32702638	32739641	32739783
118	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824126	35824202	35824278	35824369	35823806	35823863	35824565	35824709
119	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824278	35824369	35824565	35824709	35823806	35823863	35824832	35824952
120	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824278	35824369	35824565	35824709	35824126	35824202	35824832	35824952
121	"ENSMUSG00000059714.13"	"Flot1"	chr17	+	35824565	35824709	35824832	35824952	35824278	35824369	35825430	35825526
122	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248577	128248720	128248886	128248974	128248419	128248472	128249089	128249195
123	"ENSMUSG00000032702.16"	"Kank1"	chr19	+	25274747	25274834	25318304	25318432	25236974	25237317	25378410	25378530
124	"ENSMUSG00000071604.5"	"Fam189a2"	chr19	-	23994780	23994891	24021605	24021662	23988446	23988575	24030547	24031019
125	"ENSMUSG00000094732.2"	"1500015L24Rik"	chr19	+	20422258	20422506	20422629	20422721	20421075	20421263	20444725	20444883
126	"ENSMUSG00000024642.17"	"Tle4"	chr19	-	14491782	14491799	14516358	14516375	14468151	14468271	14517771	14517973
127	"ENSMUSG00000024642.17"	"Tle4"	chr19	-	14544787	14544862	14564388	14564451	14517771	14517973	14594383	14594428
128	"ENSMUSG00000024642.17"	"Tle4"	chr19	-	14564388	14564451	14594383	14594428	14544787	14544862	14595589	14595653
129	"ENSMUSG00000071659.4"	"Hnrnpul2"	chr19	+	8824859	8825123	8825270	8825393	8824405	8824518	8825971	8826100
130	"ENSMUSG00000118346.1"	"Tmem179b"	chr19	-	8773289	8773424	8773504	8773622	8773027	8773106	8774334	8774467
131	"ENSMUSG00000118346.1"	"Tmem179b"	chr19	-	8773289	8773424	8773504	8773692	8773027	8773106	8774334	8774467
132	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7279110	7279278	7280997	7281255	7278041	7278086	7281797	7281959
133	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7280997	7281255	7281797	7281959	7278041	7278086	7282725	7282823
134	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7281797	7281959	7282725	7282823	7280997	7281255	7283032	7283205
135	"ENSMUSG00000024969.15"	"Mark2"	chr19	-	7290602	7290782	7341167	7341254	7290336	7290369	7341498	7341642
136	"ENSMUSG00000024962.13"	"Vegfb"	chr19	-	6986020	6986094	6986289	6986486	6985804	6985840	6986773	6986816
137	"ENSMUSG00000024962.13"	"Vegfb"	chr19	-	6986289	6986486	6986773	6986816	6986020	6986094	6987351	6987629
138	"ENSMUSG00000024772.9"	"Ehd1"	chr19	+	6281217	6281315	6294213	6294626	6276724	6277378	6297532	6297697
139	"ENSMUSG00000024777.10"	"Ppp2r5b"	chr19	-	6230385	6230436	6230501	6230555	6230155	6230275	6230906	6231015
140	"ENSMUSG00000000441.17"	"Raf1"	chr6	-	115626938	115626966	115631214	115631368	115626711	115626839	115632896	115632995
141	"ENSMUSG00000000441.17"	"Raf1"	chr6	-	115637598	115637711	115644409	115644642	115634977	115635080	115676235	115676635
142	"ENSMUSG00000024799.16"	"Tm7sf2"	chr19	-	6063526	6063607	6063821	6063990	6063323	6063446	6064078	6064198
143	"ENSMUSG00000024799.16"	"Tm7sf2"	chr19	-	6066498	6066544	6066967	6067022	6066310	6066414	6067122	6067319
144	"ENSMUSG00000024799.16"	"Tm7sf2"	chr19	-	6066498	6066693	6066967	6067022	6066310	6066414	6067122	6067319
145	"ENSMUSG00000040990.17"	"Sh3kbp1"	chrX	+	159817241	159817298	159824474	159824549	159816576	159816706	159828373	159828579
146	"ENSMUSG00000024909.15"	"Efemp2"	chr19	+	5477561	5477684	5477926	5478043	5476065	5476272	5478200	5478320
147	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75604311	75604584	75604642	75604800	75603966	75604162	75605255	75605402
148	"ENSMUSG00000042569.13"	"Dhrs7b"	chr11	+	60852418	60852511	60855699	60855852	60851741	60851958	60857717	60858423
149	"ENSMUSG00000024870.6"	"Rab1b"	chr19	-	5100666	5100798	5104640	5104736	5099204	5100572	5104832	5104928
150	"ENSMUSG00000024870.6"	"Rab1b"	chr19	-	5100723	5100798	5104640	5104736	5100307	5100572	5104832	5104928
151	"ENSMUSG00000024875.5"	"Yif1a"	chr19	+	5091540	5091696	5092128	5092222	5091367	5091425	5092301	5092505
152	"ENSMUSG00000056770.15"	"Setd3"	chr12	-	108158275	108158348	108162972	108163065	108157753	108158010	108165062	108165172
153	"ENSMUSG00000056770.15"	"Setd3"	chr12	-	108162972	108163065	108165062	108165172	108158275	108158348	108179152	108179227
154	"ENSMUSG00000006464.9"	"Bbs1"	chr19	-	4903013	4903052	4903145	4903192	4902842	4902915	4903701	4903974
155	"ENSMUSG00000027935.14"	"Rab13"	chr3	+	90222236	90222297	90223526	90223587	90220786	90221022	90223789	90223867
156	"ENSMUSG00000040247.6"	"Tbc1d10c"	chr19	-	4187941	4188131	4188245	4188311	4185351	4185506	4188943	4189054
157	"ENSMUSG00000040247.6"	"Tbc1d10c"	chr19	-	4188245	4188311	4188943	4189054	4187941	4188131	4189212	4189319
158	"ENSMUSG00000024830.17"	"Rps6kb2"	chr19	-	4159226	4159327	4159402	4159460	4159002	4159093	4161067	4161215
159	"ENSMUSG00000024830.17"	"Rps6kb2"	chr19	-	4159402	4159460	4159565	4159705	4159226	4159327	4161067	4161215
160	"ENSMUSG00000037652.15"	"Phc3"	chr3	-	30942408	30942652	30948701	30948800	30936284	30937156	30950875	30951031
161	"ENSMUSG00000024851.14"	"Pitpnm1"	chr19	+	4106563	4106625	4107785	4107975	4105414	4105522	4108085	4108193
162	"ENSMUSG00000024843.15"	"Chka"	chr19	+	3875734	3875788	3882009	3882120	3864647	3864759	3884471	3884585
163	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3478277	3478364	3484830	3484916	3473768	3473866	3486975	3487091
164	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3507241	3507355	3511928	3512041	3496521	3496651	3514653	3514719
165	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3511928	3512041	3514653	3514719	3507241	3507355	3518244	3518382
166	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3514653	3514719	3518244	3518382	3511494	3512041	3521733	3521747
167	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3518244	3518382	3521733	3521920	3514653	3514719	3526701	3526929
168	"ENSMUSG00000031154.15"	"Otud5"	chrX	+	7856303	7856397	7867514	7867579	7841830	7842710	7867666	7867823
169	"ENSMUSG00000025875.14"	"Tspan17"	chr13	+	54795410	54795458	54795965	54796082	54795052	54795178	54796156	54796187
170	"ENSMUSG00000025875.14"	"Tspan17"	chr13	+	54795414	54795458	54795965	54796082	54795052	54795178	54796156	54796165
171	"ENSMUSG00000037523.13"	"Mavs"	chr2	+	131238735	131238910	131240314	131240492	131234104	131234355	131241879	131242049
172	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70451026	70451228	70477153	70477272	70448757	70448814	70498885	70498949
173	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70477153	70477272	70498885	70498949	70451026	70451228	70520777	70520925
174	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70498885	70498949	70520777	70520925	70477153	70477272	70534683	70534894
175	"ENSMUSG00000053580.16"	"Tanc2"	chr11	+	105625034	105625124	105673419	105673491	105589985	105590249	105713381	105713564
176	"ENSMUSG00000053580.16"	"Tanc2"	chr11	+	105673419	105673491	105713381	105713564	105625034	105625124	105776805	105776834
177	"ENSMUSG00000053580.16"	"Tanc2"	chr11	+	105673419	105673491	105713381	105713453	105625034	105625124	105776805	105776954
178	"ENSMUSG00000049439.13"	"Cyp20a1"	chr1	+	60379373	60379485	60382403	60382468	60376066	60376187	60386904	60386994
179	"ENSMUSG00000019578.11"	"Ubxn6"	chr17	-	56069690	56069775	56070651	56070727	56069393	56069613	56070887	56070985
180	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44896546	44896645	44896914	44896999	44896251	44896362	44897260	44897329
181	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44896914	44896999	44897260	44897329	44896546	44896668	44897519	44897624
182	"ENSMUSG00000058881.13"	"Zfp516"	chr18	+	82986743	82988198	82994469	82994537	82955523	82957449	83001272	83005314
183	"ENSMUSG00000041258.18"	"Zfp236"	chr18	-	82617709	82617889	82618742	82618983	82609287	82609475	82620317	82620463
184	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80765770	80765932	80776797	80777046	80764025	80765115	80778862	80778975
185	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80795289	80795432	80808611	80808772	80778862	80778975	80836354	80836431
186	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80795289	80795432	80808611	80808772	80778862	80778975	80844526	80844602
187	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80808611	80808772	80836354	80836431	80795289	80795432	80844526	80844602
188	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80847171	80847252	80858543	80858638	80844526	80844602	80869741	80869793
189	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80877314	80877373	80891814	80891923	80869741	80869793	80909591	80909705
190	"ENSMUSG00000024566.10"	"Atp9b"	chr18	-	80877314	80877373	80909591	80909705	80869741	80869793	80912796	80912867
191	"ENSMUSG00000039840.8"	"Epg5"	chr18	+	77972494	77972659	77974978	77975098	77968536	77968677	77975836	77976093
192	"ENSMUSG00000039840.8"	"Epg5"	chr18	+	77986385	77986607	77988263	77988387	77985040	77985207	77991345	77991490
193	"ENSMUSG00000047466.10"	"8030462N17Rik"	chr18	-	77643067	77643194	77653128	77653296	77631496	77635328	77673899	77674684
194	"ENSMUSG00000047466.10"	"8030462N17Rik"	chr18	-	77643067	77643194	77673899	77674684	77631496	77635328	77713720	77713933
195	"ENSMUSG00000047466.10"	"8030462N17Rik"	chr18	-	77643067	77643194	77673899	77674684	77634986	77635328	77714302	77714486
196	"ENSMUSG00000047466.10"	"8030462N17Rik"	chr18	-	77653128	77653296	77673899	77674684	77643067	77643194	77713720	77713933
197	"ENSMUSG00000025425.18"	"St8sia5"	chr18	+	77211655	77211763	77242103	77242190	77185838	77186225	77246066	77246211
198	"ENSMUSG00000021144.14"	"Mta1"	chr12	+	113133540	113133576	113135796	113135828	113133184	113133337	113136280	113136432
199	"ENSMUSG00000024515.13"	"Smad4"	chr18	-	73658567	73658684	73658778	73658898	73657194	73657245	73662657	73662775
200	"ENSMUSG00000060534.16"	"Dcc"	chr18	-	71342711	71342777	71362969	71363002	71335938	71336101	71367044	71367239
201	"ENSMUSG00000024544.9"	"Ldlrad4"	chr18	+	68106550	68106691	68235654	68235809	68064216	68064686	68250570	68250624
202	"ENSMUSG00000024544.9"	"Ldlrad4"	chr18	+	68235654	68235809	68250570	68250624	68106550	68106691	68254008	68255551
203	"ENSMUSG00000024542.9"	"Cep192"	chr18	+	67868440	67868546	67869329	67869537	67866430	67866554	67870571	67870651
204	"ENSMUSG00000024533.17"	"Spire1"	chr18	-	67501067	67501241	67503430	67503573	67497176	67497314	67505650	67505744
205	"ENSMUSG00000055026.13"	"Gabrg3"	chr7	-	56734946	56735099	56773236	56773374	56729590	56729787	56982624	56982707
206	"ENSMUSG00000039529.9"	"Atp8b1"	chr18	-	64579092	64579206	64581900	64581998	64577587	64577686	64605197	64605400
207	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64501302	64501875	64503507	64503621	64500217	64500649	64504337	64504473
208	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64501743	64501875	64503507	64503621	64501302	64501434	64504337	64504473
209	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64509244	64509315	64510452	64510531	64507771	64507858	64511610	64511700
210	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64510452	64510531	64511610	64511700	64509244	64509315	64511784	64511877
211	"ENSMUSG00000040560.10"	"Wdr7"	chr18	+	63825124	63825238	63865284	63865506	63796157	63796281	63904029	63904216
212	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139225262	139225447	139226577	139226604	139223593	139223785	139226705	139226885
213	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139229752	139229944	139231126	139231237	139226705	139226885	139233470	139233569
214	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139230772	139230838	139233470	139233569	139226705	139226885	139233900	139233994
215	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139230772	139230838	139233470	139233569	139229752	139229944	139233900	139233994
