ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
102	"ENSMUSG00000100425.1"	"Gm29131"	chrY	+	59519723	59519907	59518810	59518996	59520435	59520925
103	"ENSMUSG00000101531.6"	"Gm29672"	chrY	+	59490835	59491016	59489926	59490105	59491543	59492035
104	"ENSMUSG00000100715.6"	"Gm28074"	chrY	-	59023178	59023363	59022159	59022650	59024091	59024273
105	"ENSMUSG00000101424.6"	"Gm28073"	chrY	-	58956877	58957062	58956280	58956349	58957790	58957972
106	"ENSMUSG00000101244.6"	"Gm29368"	chrY	-	58718556	58718737	58717539	58718029	58719466	58719645
107	"ENSMUSG00000100083.6"	"Gm29467"	chrY	-	58081017	58081202	58079999	58080490	58081929	58082111
108	"ENSMUSG00000100614.1"	"Gm28963"	chrY	-	57851493	57851674	57850476	57850966	57852404	57852587
109	"ENSMUSG00000099388.1"	"Gm28966"	chrY	+	57645614	57645798	57644698	57644884	57646324	57646813
110	"ENSMUSG00000101245.1"	"Gm28965"	chrY	+	57349525	57349709	57348610	57348796	57350235	57350727
111	"ENSMUSG00000100167.6"	"Gm28207"	chrY	+	56127311	56127495	56126396	56126582	56128022	56128091
112	"ENSMUSG00000101967.6"	"Gm29555"	chrY	+	55375973	55376157	55375058	55375244	55376683	55376748
113	"ENSMUSG00000101422.6"	"Gm29301"	chrY	+	55153614	55153798	55152699	55152885	55154325	55154394
114	"ENSMUSG00000100227.6"	"Gm28291"	chrY	+	54292553	54292737	54291638	54291824	54293264	54293333
115	"ENSMUSG00000101190.6"	"Gm28274"	chrY	+	54002951	54003135	54002036	54002222	54003661	54003730
116	"ENSMUSG00000099654.6"	"Gm28236"	chrY	+	53236050	53236233	53235135	53235321	53236760	53236829
117	"ENSMUSG00000099494.6"	"Gm28197"	chrY	+	52499045	52499229	52498130	52498316	52499755	52499824
118	"ENSMUSG00000100232.6"	"Gm28947"	chrY	+	51792045	51792229	51791130	51791316	51792756	51792825
119	"ENSMUSG00000100787.6"	"Gm28316"	chrY	+	51497472	51497656	51496557	51496743	51498182	51498247
120	"ENSMUSG00000099916.6"	"Gm28318"	chrY	+	51282634	51282818	51281719	51281905	51283344	51283413
121	"ENSMUSG00000100915.6"	"Gm29321"	chrY	+	51065106	51065290	51064191	51064377	51065817	51065886
122	"ENSMUSG00000100388.1"	"Gm29116"	chrY	+	50772083	50772267	50771168	50771354	50772793	50773283
123	"ENSMUSG00000100118.1"	"Gm29117"	chrY	+	50546555	50546739	50545640	50545826	50547266	50547755
124	"ENSMUSG00000100914.1"	"Gm28679"	chrY	+	50030601	50030785	50029685	50029871	50031311	50031800
125	"ENSMUSG00000101204.6"	"Gm29271"	chrY	+	49511086	49511270	49510172	49510358	49511797	49511866
126	"ENSMUSG00000100938.1"	"Gm28726"	chrY	+	49020293	49020477	49019378	49019564	49021003	49021493
127	"ENSMUSG00000100023.1"	"Gm28753"	chrY	+	48436648	48436832	48435735	48435921	48437360	48437850
128	"ENSMUSG00000100423.1"	"Gm28754"	chrY	+	48407723	48407904	48406812	48406995	48408431	48408921
129	"ENSMUSG00000099532.1"	"Gm29098"	chrY	+	47575747	47575931	47574834	47575020	47576459	47576949
130	"ENSMUSG00000100852.1"	"Gm29056"	chrY	+	47546806	47546987	47545894	47546077	47547514	47548004
131	"ENSMUSG00000101109.6"	"Gm28697"	chrY	+	47316144	47316329	47315234	47315416	47316857	47316926
132	"ENSMUSG00000100716.6"	"Gm28550"	chrY	-	46910622	46910807	46910029	46910094	46911535	46911717
133	"ENSMUSG00000101138.6"	"Gm29210"	chrY	-	46848237	46848422	46847640	46847709	46849149	46849331
134	"ENSMUSG00000099462.1"	"Gm28549"	chrY	+	46605693	46605877	46604780	46604966	46606405	46606894
135	"ENSMUSG00000101003.6"	"Gm28456"	chrY	+	45875616	45875801	45874707	45874889	45876329	45876398
136	"ENSMUSG00000100499.6"	"Gm28460"	chrY	+	45813262	45813447	45812352	45812534	45813975	45814040
137	"ENSMUSG00000100011.1"	"Gm28458"	chrY	+	45450993	45451177	45450081	45450267	45451704	45452192
138	"ENSMUSG00000099790.1"	"Gm28457"	chrY	+	45227771	45227955	45226861	45227047	45228482	45228971
139	"ENSMUSG00000101802.1"	"Gm29445"	chrY	+	45046035	45046219	45045123	45045309	45046746	45047234
140	"ENSMUSG00000101649.1"	"Gm29444"	chrY	+	44822694	44822878	44821784	44821970	44823405	44823896
141	"ENSMUSG00000099638.1"	"Gm28279"	chrY	-	44169140	44169321	44168123	44168613	44170050	44170233
142	"ENSMUSG00000100693.1"	"Gm28278"	chrY	-	44155622	44155806	44154606	44155096	44156533	44156719
143	"ENSMUSG00000099977.6"	"Gm29286"	chrY	+	43804597	43804782	43803687	43803869	43805310	43805379
144	"ENSMUSG00000100051.1"	"Gm28568"	chrY	-	43452149	43452333	43451133	43451622	43453059	43453245
145	"ENSMUSG00000099408.1"	"Gm28311"	chrY	-	43048526	43048710	43047509	43047998	43049437	43049623
146	"ENSMUSG00000100822.1"	"Gm29275"	chrY	-	42488660	42488844	42487643	42488133	42489574	42489757
147	"ENSMUSG00000101536.6"	"Gm28834"	chrY	-	41767430	41767615	41766833	41766902	41768342	41768524
148	"ENSMUSG00000100070.6"	"Gm28994"	chrY	-	40763099	40763283	40762504	40762572	40764010	40764192
149	"ENSMUSG00000101090.6"	"Gm28619"	chrY	-	40639287	40639472	40638692	40638760	40640200	40640382
150	"ENSMUSG00000100900.6"	"Gm28850"	chrY	-	40432514	40432699	40431917	40431986	40433427	40433609
151	"ENSMUSG00000099786.6"	"Gm29215"	chrY	-	40368313	40368498	40367716	40367785	40369227	40369409
152	"ENSMUSG00000101040.6"	"Gm29498"	chrY	+	39413318	39413503	39412408	39412590	39414031	39414100
153	"ENSMUSG00000101740.6"	"Gm29360"	chrY	-	38935700	38935885	38935103	38935172	38936613	38936795
154	"ENSMUSG00000101771.6"	"Gm28176"	chrY	-	38873231	38873416	38872634	38872703	38874143	38874325
155	"ENSMUSG00000101050.1"	"Gm28774"	chrY	-	38562077	38562261	38561062	38561551	38562990	38563176
156	"ENSMUSG00000099807.1"	"Gm28771"	chrY	-	38341100	38341284	38340084	38340574	38342013	38342199
157	"ENSMUSG00000100952.1"	"Gm28545"	chrY	-	38068056	38068240	38067041	38067530	38068969	38069155
158	"ENSMUSG00000099633.1"	"Gm29071"	chrY	+	84909511	84909695	84908596	84908782	84910221	84910700
159	"ENSMUSG00000099814.6"	"Gm28338"	chrY	-	36496726	36496910	36495710	36496199	36497639	36497821
160	"ENSMUSG00000099963.6"	"Gm28463"	chrY	-	35762800	35762984	35761785	35762274	35763712	35763894
161	"ENSMUSG00000099799.6"	"Gm28260"	chrY	-	35459461	35459645	35458445	35458934	35460374	35460556
162	"ENSMUSG00000099390.6"	"Gm29225"	chrY	-	34964872	34965056	34963857	34964346	34965785	34965967
163	"ENSMUSG00000099463.6"	"Gm29081"	chrY	-	34671149	34671333	34670133	34670622	34672062	34672244
164	"ENSMUSG00000099737.6"	"Gm29655"	chrY	+	34210951	34211136	34210042	34210224	34211664	34211733
165	"ENSMUSG00000101407.6"	"Gm29532"	chrY	+	34087963	34088148	34087053	34087235	34088676	34088745
166	"ENSMUSG00000101681.6"	"Gm28522"	chrY	-	33740806	33740991	33740210	33740279	33741719	33741901
167	"ENSMUSG00000099461.6"	"Gm28521"	chrY	-	33678223	33678408	33677626	33677695	33679136	33679318
168	"ENSMUSG00000102125.6"	"Gm28520"	chrY	-	33447043	33447224	33446026	33446516	33447953	33448132
169	"ENSMUSG00000101302.6"	"Gm28519"	chrY	-	33412619	33412800	33411602	33412092	33413529	33413708
170	"ENSMUSG00000100790.6"	"Gm28518"	chrY	-	33383682	33383866	33382664	33383154	33384593	33384775
171	"ENSMUSG00000101516.6"	"Gm29074"	chrY	+	33323778	33323959	33322867	33323050	33324486	33324552
172	"ENSMUSG00000099426.6"	"Gm28761"	chrY	-	32755182	32755367	32754585	32754654	32756095	32756277
173	"ENSMUSG00000100957.6"	"Gm28762"	chrY	-	32524361	32524542	32523344	32523834	32525270	32525449
174	"ENSMUSG00000100739.6"	"Gm28296"	chrY	+	32183215	32183400	32182306	32182488	32183928	32183997
175	"ENSMUSG00000101761.6"	"Gm28297"	chrY	-	31840607	31840792	31840011	31840080	31841520	31841702
176	"ENSMUSG00000101423.6"	"Gm28298"	chrY	-	31778134	31778319	31777537	31777606	31779047	31779229
177	"ENSMUSG00000099855.6"	"Gm28486"	chrY	+	31291961	31292145	31291053	31291235	31292673	31292742
178	"ENSMUSG00000099990.6"	"Gm29578"	chrY	-	30944395	30944580	30943799	30943868	30945308	30945490
179	"ENSMUSG00000101775.6"	"Gm28088"	chrY	-	30643103	30643284	30642086	30642576	30644013	30644192
180	"ENSMUSG00000100565.6"	"Gm28091"	chrY	+	30425148	30425333	30424239	30424421	30425861	30425930
181	"ENSMUSG00000101642.6"	"Gm29315"	chrY	+	30156820	30157005	30155910	30156092	30157529	30157598
182	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29656316	29656434	29655463	29655563	29661598	29661629
183	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29656316	29656434	29655463	29655563	29671255	29671290
184	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29664169	29664236	29663573	29663608	29671255	29671290
185	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29670146	29670257	29664169	29664236	29671255	29671290
186	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29671838	29671905	29671255	29671290	29683261	29683393
187	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29671838	29671905	29671255	29671290	29684577	29684609
188	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29673635	29673703	29671838	29671905	29684577	29684609
189	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29673635	29673703	29671838	29671905	29684755	29684814
190	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29683261	29683393	29671255	29671290	29684577	29684609
191	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29683261	29683393	29671838	29671905	29684577	29684609
192	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29683261	29683396	29671255	29671290	29684577	29684609
193	"ENSMUSG00000118461.1"	"Gm21679"	chrY	-	29683624	29683739	29683261	29683396	29684577	29684609
194	"ENSMUSG00000101412.6"	"Gm28131"	chrY	-	29588694	29588875	29587677	29588167	29589604	29589783
195	"ENSMUSG00000099380.6"	"Gm28130"	chrY	-	29559677	29559861	29558659	29559149	29560588	29560770
196	"ENSMUSG00000099650.6"	"Gm28129"	chrY	+	29158293	29158478	29157383	29157565	29159006	29159075
197	"ENSMUSG00000100875.6"	"Gm28987"	chrY	-	28909593	28909778	28908996	28909065	28910506	28910688
198	"ENSMUSG00000100859.6"	"Gm28725"	chrY	-	28846960	28847145	28846363	28846432	28847872	28848054
199	"ENSMUSG00000101192.6"	"Gm29122"	chrY	-	28625729	28625913	28624714	28625203	28626642	28626824
200	"ENSMUSG00000100570.6"	"Gm29399"	chrY	-	27812035	27812219	27811019	27811508	27812948	27813130
201	"ENSMUSG00000101920.6"	"Gm28454"	chrY	-	27581765	27581949	27580749	27581238	27582678	27582860
202	"ENSMUSG00000101198.6"	"Gm29021"	chrY	-	27356558	27356742	27355543	27356032	27357471	27357653
203	"ENSMUSG00000101929.6"	"Gm28245"	chrY	-	26836643	26836827	26835627	26836116	26837556	26837738
204	"ENSMUSG00000101513.6"	"Gm28853"	chrY	-	26611473	26611657	26610455	26610947	26612386	26612568
205	"ENSMUSG00000103462.5"	"Gm32181"	chrY	-	26326940	26327124	26325924	26326413	26327853	26328035
206	"ENSMUSG00000102977.5"	"Gm37346"	chrY	-	26104555	26104739	26103540	26104029	26105468	26105650
207	"ENSMUSG00000103813.5"	"Gm31422"	chrY	-	25813806	25813990	25812790	25813279	25814719	25814901
208	"ENSMUSG00000103977.5"	"Gm37071"	chrY	-	25078355	25078539	25077340	25077829	25079268	25079450
209	"ENSMUSG00000103615.5"	"Gm30045"	chrY	-	24787633	24787817	24786617	24787106	24788546	24788728
210	"ENSMUSG00000102350.5"	"Gm37434"	chrY	-	24565345	24565529	24564330	24564819	24566258	24566440
211	"ENSMUSG00000103589.5"	"Gm37840"	chrY	-	23758649	23758832	23757633	23758122	23759561	23759743
212	"ENSMUSG00000104289.5"	"Gm37454"	chrY	-	23540208	23540392	23539193	23539682	23541124	23541306
213	"ENSMUSG00000104062.5"	"Gm37952"	chrY	-	23213233	23213417	23212217	23212706	23214146	23214328
214	"ENSMUSG00000103954.5"	"Gm37721"	chrY	-	22697456	22697640	22696441	22696930	22698369	22698551
215	"ENSMUSG00000104345.5"	"Gm37690"	chrY	-	21892573	21892757	21891558	21892047	21893485	21893666
216	"ENSMUSG00000104131.5"	"Gm36950"	chrY	-	21053497	21053681	21052481	21052970	21054410	21054592
217	"ENSMUSG00000103829.5"	"Gm38174"	chrY	+	20793380	20793561	20792468	20792651	20794088	20794154
218	"ENSMUSG00000103752.5"	"Gm36467"	chrY	+	20561573	20561758	20560663	20560845	20562286	20562355
219	"ENSMUSG00000102195.5"	"Gm38168"	chrY	+	19956052	19956233	19955140	19955323	19956759	19956825
220	"ENSMUSG00000102968.5"	"Gm35070"	chrY	+	19061436	19061621	19060526	19060708	19062149	19062218
221	"ENSMUSG00000102273.5"	"Gm34550"	chrY	+	18934659	18934844	18933750	18933932	18935373	18935442
222	"ENSMUSG00000102392.5"	"Gm37577"	chrY	+	15736327	15736510	15735408	15735594	15737038	15737107
223	"ENSMUSG00000103943.5"	"Gm37344"	chrY	+	15272087	15272271	15271174	15271360	15272798	15272867
224	"ENSMUSG00000102251.5"	"Gm37654"	chrY	+	14865873	14866057	14864961	14865147	14866584	14866653
225	"ENSMUSG00000104499.5"	"Gm30353"	chrY	+	14284054	14284239	14283144	14283326	14284767	14284836
226	"ENSMUSG00000102787.5"	"Gm30174"	chrY	+	14222400	14222585	14221491	14221673	14223114	14223183
227	"ENSMUSG00000103872.5"	"Gm38363"	chrY	+	14072979	14073164	14072069	14072251	14073691	14073759
228	"ENSMUSG00000104409.5"	"Gm37467"	chrY	+	13982615	13982799	13981702	13981888	13983325	13983394
229	"ENSMUSG00000103681.5"	"Gm37130"	chrY	+	13954286	13954470	13953376	13953558	13954997	13955065
230	"ENSMUSG00000102346.5"	"Gm37378"	chrY	-	13452881	13453065	13452287	13452355	13453795	13453977
231	"ENSMUSG00000104505.5"	"Gm37739"	chrY	-	12514598	12514782	12513576	12514071	12515498	12515680
232	"ENSMUSG00000099684.6"	"Gm28356"	chrY	-	4783412	4783469	4780286	4780353	4787356	4787391
233	"ENSMUSG00000094658.7"	"Rbmy"	chrY	+	2832909	2833060	2830698	2830751	2833554	2833667
234	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1134871	1134986	1131035	1131223	1137657	1137732
235	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1136847	1136996	1134871	1134986	1137657	1137732
236	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1136847	1136996	1134871	1134986	1137806	1137871
237	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1137657	1137732	1134871	1134986	1137806	1137871
238	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1137657	1137732	1136847	1136996	1137806	1137871
239	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1161174	1161230	1157906	1158634	1168089	1168185
240	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1161178	1161230	1157906	1158634	1168089	1168185
241	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1169122	1169257	1168089	1168185	1169964	1170184
242	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1224496	1224546	1199296	1199513	1239710	1239819
243	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1224496	1224546	1199296	1199513	1245155	1245216
244	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1226694	1226826	1224496	1224546	1239710	1239819
245	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1239710	1239819	1199454	1199513	1245155	1245216
246	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1239710	1239819	1224496	1224546	1245155	1245216
247	"ENSMUSG00000068457.14"	"Uty"	chrY	-	1239991	1240147	1239710	1239819	1245155	1245219
