ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
77	"ENSMUSG00000017428.16"	"Psmd11"	chr11	+	80469801	80470418	80469801	80469927	80470382	80470418
78	"ENSMUSG00000017428.16"	"Psmd11"	chr11	+	80469801	80470418	80469801	80470030	80470382	80470418
79	"ENSMUSG00000040146.9"	"Rgl3"	chr9	-	21976738	21976977	21976738	21976860	21976944	21976977
80	"ENSMUSG00000040146.9"	"Rgl3"	chr9	-	21976738	21977276	21976738	21976977	21977189	21977276
81	"ENSMUSG00000040146.9"	"Rgl3"	chr9	-	21976738	21977429	21976738	21977276	21977381	21977429
82	"ENSMUSG00000029632.7"	"Ndufa4"	chr6	-	11905201	11906108	11905201	11905262	11906019	11906108
83	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248017	128248472	128248017	128248292	128248419	128248472
84	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248419	128248720	128248419	128248472	128248577	128248720
85	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248419	128248720	128248419	128248472	128248643	128248720
86	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248577	128248974	128248577	128248720	128248886	128248974
87	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248886	128249195	128248886	128248974	128249089	128249195
88	"ENSMUSG00000030782.17"	"Tgfb1i1"	chr7	+	128248886	128249195	128248886	128248974	128249120	128249195
89	"ENSMUSG00000048456.3"	"Olfr1448"	chr19	-	12920716	12921047	12920716	12920790	12920925	12921047
90	"ENSMUSG00000024695.16"	"Zfp91"	chr19	-	12775994	12776462	12775994	12776073	12776411	12776462
91	"ENSMUSG00000024694.9"	"Keg1"	chr19	+	12709596	12711089	12709596	12709686	12710981	12711089
92	"ENSMUSG00000024694.9"	"Keg1"	chr19	+	12709596	12711089	12709596	12709750	12710981	12711089
93	"ENSMUSG00000024694.9"	"Keg1"	chr19	+	12709596	12711089	12709596	12709686	12711011	12711089
94	"ENSMUSG00000028952.12"	"Zbtb48"	chr4	-	152021288	152021628	152021288	152021443	152021541	152021628
95	"ENSMUSG00000028952.12"	"Zbtb48"	chr4	-	152025777	152027059	152025777	152026019	152026387	152027059
96	"ENSMUSG00000003271.17"	"Sult2b1"	chr7	-	45742053	45742483	45742053	45742196	45742310	45742483
97	"ENSMUSG00000053453.9"	"Thoc7"	chr14	-	13953410	13954656	13953410	13953538	13954538	13954656
98	"ENSMUSG00000053453.9"	"Thoc7"	chr14	-	13953410	13954656	13953410	13953538	13954565	13954656
99	"ENSMUSG00000024669.8"	"Cd5"	chr19	-	10725012	10725354	10725012	10725168	10725303	10725354
100	"ENSMUSG00000024666.6"	"Tmem138"	chr19	-	10570479	10571604	10570479	10571268	10571528	10571604
101	"ENSMUSG00000036372.14"	"Tmem258"	chr19	+	10206423	10207300	10206423	10206533	10207163	10207300
102	"ENSMUSG00000071655.12"	"Ubxn1"	chr19	+	8872007	8872287	8872007	8872114	8872217	8872287
103	"ENSMUSG00000108414.1"	"Snhg1"	chr19	+	8724402	8724721	8724402	8724483	8724671	8724721
104	"ENSMUSG00000108414.1"	"Snhg1"	chr19	+	8725013	8725256	8725013	8725046	8725221	8725256
105	"ENSMUSG00000108414.1"	"Snhg1"	chr19	+	8725781	8726102	8725781	8725826	8726066	8726102
106	"ENSMUSG00000108414.1"	"Snhg1"	chr19	+	8725781	8726102	8725781	8725924	8726066	8726102
107	"ENSMUSG00000108414.1"	"Snhg1"	chr19	+	8726066	8726443	8726066	8726102	8726238	8726443
108	"ENSMUSG00000053080.10"	"2700081O15Rik"	chr19	+	7421254	7421644	7421254	7421469	7421592	7421644
109	"ENSMUSG00000024965.9"	"Fermt3"	chr19	-	7001756	7002452	7001756	7001881	7002212	7002452
110	"ENSMUSG00000024965.9"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080
111	"ENSMUSG00000038812.16"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028
112	"ENSMUSG00000025499.18"	"Hras"	chr7	-	141190929	141191467	141190929	141191227	141191341	141191467
113	"ENSMUSG00000025499.18"	"Hras"	chr7	-	141191341	141192290	141191341	141191467	141192130	141192290
114	"ENSMUSG00000024947.17"	"Men1"	chr19	+	6335038	6335905	6335038	6335082	6335444	6335905
115	"ENSMUSG00000024947.17"	"Men1"	chr19	+	6338282	6338961	6338282	6338419	6338825	6338961
116	"ENSMUSG00000024773.15"	"Atg2a"	chr19	+	6258550	6258985	6258550	6258633	6258863	6258985
117	"ENSMUSG00000024944.6"	"Arl2"	chr19	-	6135978	6137640	6135978	6136059	6137477	6137640
118	"ENSMUSG00000000441.17"	"Raf1"	chr6	-	115620208	115621862	115620208	115620327	115621815	115621862
119	"ENSMUSG00000000441.17"	"Raf1"	chr6	-	115620208	115621862	115620208	115620347	115621815	115621862
120	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6048274	6048607	6048274	6048367	6048454	6048607
121	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6048454	6048743	6048454	6048607	6048694	6048743
122	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6049149	6049897	6049149	6049253	6049770	6049897
123	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6049149	6050091	6049149	6049897	6049991	6050091
124	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6050521	6051069	6050521	6050685	6050940	6051069
125	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6050521	6051310	6050521	6050685	6051154	6051310
126	"ENSMUSG00000024807.18"	"Syvn1"	chr19	+	6050521	6051310	6050521	6051069	6051154	6051310
127	"ENSMUSG00000024818.15"	"Slc25a45"	chr19	+	5884344	5885766	5884344	5884603	5884722	5885766
128	"ENSMUSG00000024909.15"	"Efemp2"	chr19	+	5477561	5478320	5477561	5477684	5478200	5478320
129	"ENSMUSG00000024910.5"	"Ctsw"	chr19	-	5466019	5466311	5466019	5466145	5466230	5466311
130	"ENSMUSG00000024910.5"	"Ctsw"	chr19	-	5466230	5466485	5466230	5466311	5466388	5466485
131	"ENSMUSG00000024910.5"	"Ctsw"	chr19	-	5466580	5467136	5466580	5466735	5467022	5467136
132	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75603966	75604800	75603966	75604162	75604642	75604800
133	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75603966	75605402	75603966	75604800	75605255	75605402
134	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75608750	75609657	75608750	75608887	75609198	75609657
135	"ENSMUSG00000024855.10"	"Pacs1"	chr19	-	5142243	5142670	5142243	5142354	5142515	5142670
136	"ENSMUSG00000045903.9"	"Npas4"	chr19	-	4987314	4988348	4987314	4987450	4988074	4988348
137	"ENSMUSG00000040247.6"	"Tbc1d10c"	chr19	-	4188245	4188724	4188245	4188311	4188566	4188724
138	"ENSMUSG00000024830.17"	"Rps6kb2"	chr19	-	4158609	4158919	4158609	4158717	4158802	4158919
139	"ENSMUSG00000024830.17"	"Rps6kb2"	chr19	-	4158609	4158919	4158609	4158717	4158828	4158919
140	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4125959	4126200	4125959	4126040	4126041	4126200
141	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127549	4127836	4127549	4127639	4127759	4127836
142	"ENSMUSG00000037652.15"	"Phc3"	chr3	-	30936284	30937156	30936284	30936599	30936725	30937156
143	"ENSMUSG00000024851.14"	"Pitpnm1"	chr19	+	4106711	4107975	4106711	4106962	4107785	4107975
144	"ENSMUSG00000024851.14"	"Pitpnm1"	chr19	+	4111581	4112014	4111581	4111698	4111865	4112014
145	"ENSMUSG00000060803.6"	"Gstp1"	chr19	-	4037103	4037396	4037103	4037191	4037289	4037396
146	"ENSMUSG00000030872.14"	"Gga2"	chr7	-	121986721	121989801	121986721	121987664	121988273	121989801
147	"ENSMUSG00000024871.11"	"Doc2g"	chr19	+	4004322	4004648	4004322	4004432	4004512	4004648
148	"ENSMUSG00000024843.15"	"Chka"	chr19	+	3889879	3892213	3889879	3889988	3892106	3892213
149	"ENSMUSG00000024908.15"	"Ppp6r3"	chr19	-	3483527	3487091	3483527	3484916	3486975	3487091
150	"ENSMUSG00000031154.15"	"Otud5"	chrX	+	7867514	7867823	7867514	7867579	7867666	7867823
151	"ENSMUSG00000031783.10"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884
152	"ENSMUSG00000043259.15"	"Fam13c"	chr10	+	70542643	70544530	70542643	70542725	70544327	70544530
153	"ENSMUSG00000019578.11"	"Ubxn6"	chr17	-	56069690	56070985	56069690	56069775	56070887	56070985
154	"ENSMUSG00000056370.15"	"Sftpb"	chr6	+	72309755	72309940	72309755	72309800	72309804	72309940
155	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44897519	44898700	44897519	44897624	44898502	44898700
156	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44897519	44898700	44897519	44897624	44898515	44898700
157	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44898984	44900624	44898984	44899091	44900132	44900624
158	"ENSMUSG00000011658.16"	"Fuz"	chr7	+	44898984	44900624	44898984	44899386	44900132	44900624
159	"ENSMUSG00000023175.15"	"Bsg"	chr10	+	79710637	79710920	79710637	79710724	79710839	79710920
160	"ENSMUSG00000117870.1"	"Gm41792"	chr18	-	81634639	81635358	81634639	81634748	81635234	81635358
161	"ENSMUSG00000024561.11"	"Mbd1"	chr18	+	74277300	74277578	74277300	74277429	74277516	74277578
162	"ENSMUSG00000024560.7"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567
163	"ENSMUSG00000000134.17"	"Tfe3"	chrX	+	7766554	7767684	7766554	7766855	7767438	7767684
164	"ENSMUSG00000000134.17"	"Tfe3"	chrX	+	7769429	7770830	7769429	7769547	7770773	7770830
165	"ENSMUSG00000000134.17"	"Tfe3"	chrX	+	7770994	7772596	7770994	7771070	7772448	7772596
166	"ENSMUSG00000000134.17"	"Tfe3"	chrX	+	7772448	7775201	7772448	7772596	7773493	7775201
167	"ENSMUSG00000044906.6"	"4930503L19Rik"	chr18	-	70467334	70468517	70467334	70467485	70467758	70468517
168	"ENSMUSG00000044906.6"	"4930503L19Rik"	chr18	-	70467334	70468517	70467334	70467485	70468053	70468517
169	"ENSMUSG00000044906.6"	"4930503L19Rik"	chr18	-	70467334	70468517	70467334	70467485	70468220	70468517
170	"ENSMUSG00000024542.9"	"Cep192"	chr18	+	67877955	67878660	67877955	67878075	67878538	67878660
171	"ENSMUSG00000050994.20"	"Adgb"	chr10	-	10431070	10431399	10431070	10431200	10431281	10431399
172	"ENSMUSG00000024587.10"	"Nars"	chr18	-	64501302	64501875	64501302	64501434	64501743	64501875
173	"ENSMUSG00000024588.9"	"Fech"	chr18	-	64457264	64458714	64457264	64458217	64458654	64458714
174	"ENSMUSG00000041482.17"	"Piezo2"	chr18	-	63021143	63022545	63021143	63021332	63022397	63022545
175	"ENSMUSG00000033032.15"	"Afap1l1"	chr18	-	61743277	61743760	61743277	61743430	61743666	61743760
176	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119241481	119241804	119241481	119241534	119241661	119241804
177	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119241481	119241804	119241481	119241534	119241682	119241804
178	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119244956	119245107	119244956	119244996	119245090	119245107
179	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119247890	119248972	119247890	119248003	119248183	119248972
180	"ENSMUSG00000024622.8"	"Hmgxb3"	chr18	-	61157342	61157761	61157342	61157518	61157614	61157761
181	"ENSMUSG00000060878.4"	"Olfr1420"	chr19	+	11895674	11898079	11895674	11895751	11896695	11898079
182	"ENSMUSG00000025280.8"	"Polr3a"	chr14	-	24452192	24452675	24452192	24452324	24452510	24452675
183	"ENSMUSG00000038791.14"	"Scgb3a2"	chr18	+	43766703	43767399	43766703	43766900	43767230	43767399
184	"ENSMUSG00000038791.14"	"Scgb3a2"	chr18	+	43766703	43767399	43766703	43766966	43767230	43767399
185	"ENSMUSG00000096935.5"	"1700113A16Rik"	chr3	-	88171555	88172258	88171555	88171969	88172087	88172258
186	"ENSMUSG00000117792.1"	"4930588A03Rik"	chr18	-	43161834	43162368	43161834	43161895	43162138	43162368
187	"ENSMUSG00000024442.6"	"Dele1"	chr18	+	38252820	38254069	38252820	38252965	38253907	38254069
188	"ENSMUSG00000024454.16"	"Hdac3"	chr18	-	37940952	37941766	37940952	37941110	37941378	37941766
189	"ENSMUSG00000024454.16"	"Hdac3"	chr18	-	37940952	37941766	37940952	37941110	37941707	37941766
190	"ENSMUSG00000024454.16"	"Hdac3"	chr18	-	37941378	37941766	37941378	37941458	37941707	37941766
191	"ENSMUSG00000024454.16"	"Hdac3"	chr18	-	37943677	37944209	37943677	37943751	37944128	37944209
192	"ENSMUSG00000050623.5"	"Catsperz"	chr19	-	6923300	6923599	6923300	6923367	6923491	6923599
193	"ENSMUSG00000050623.5"	"Catsperz"	chr19	-	6923300	6923599	6923300	6923367	6923522	6923599
194	"ENSMUSG00000050623.5"	"Catsperz"	chr19	-	6924793	6925149	6924793	6924912	6924998	6925149
195	"ENSMUSG00000044595.10"	"Dnd1"	chr18	-	36765095	36766010	36765095	36765557	36765892	36766010
196	"ENSMUSG00000024474.7"	"Ik"	chr18	+	36748550	36749284	36748550	36748718	36748870	36749284
197	"ENSMUSG00000024474.7"	"Ik"	chr18	+	36748870	36749284	36748870	36748985	36749213	36749284
198	"ENSMUSG00000039013.16"	"Siglecf"	chr7	+	43351523	43352009	43351523	43351584	43351646	43352009
199	"ENSMUSG00000091896.8"	"Ube2d2a"	chr18	+	35799951	35800215	35799951	35800029	35800109	35800215
200	"ENSMUSG00000038773.11"	"Kdm3b"	chr18	+	34794449	34795780	34794449	34794563	34795674	34795780
201	"ENSMUSG00000003779.16"	"Kif20a"	chr18	+	34628384	34628579	34628384	34628422	34628504	34628579
202	"ENSMUSG00000003779.16"	"Kif20a"	chr18	+	34628674	34628953	34628674	34628786	34628884	34628953
203	"ENSMUSG00000036501.7"	"Fam13b"	chr18	-	34443900	34445440	34443900	34444002	34445276	34445440
204	"ENSMUSG00000044258.10"	"Ctla2a"	chr13	-	60935546	60936075	60935546	60935669	60935957	60936075
205	"ENSMUSG00000044258.10"	"Ctla2a"	chr13	-	60936385	60936571	60936385	60936419	60936490	60936571
206	"ENSMUSG00000024384.4"	"Iws1"	chr18	+	32086272	32087152	32086272	32086423	32087069	32087152
207	"ENSMUSG00000052488.7"	"Cherp"	chr8	-	72469863	72470227	72469863	72470015	72470089	72470227
208	"ENSMUSG00000002496.10"	"Tsc2"	chr17	-	24597045	24597283	24597045	24597137	24597204	24597283
209	"ENSMUSG00000024410.15"	"Rmc1"	chr18	+	12183978	12184262	12183978	12184023	12184208	12184262
210	"ENSMUSG00000024410.15"	"Rmc1"	chr18	+	12183978	12184262	12183978	12184023	12184238	12184262
211	"ENSMUSG00000024410.15"	"Rmc1"	chr18	+	12188819	12189081	12188819	12188924	12189012	12189081
212	"ENSMUSG00000024404.7"	"Riok3"	chr18	+	12135851	12136838	12135851	12135967	12136692	12136838
213	"ENSMUSG00000024404.7"	"Riok3"	chr18	+	12135851	12137035	12135851	12135967	12136927	12137035
214	"ENSMUSG00000024404.7"	"Riok3"	chr18	+	12135851	12137035	12135851	12136838	12136927	12137035
215	"ENSMUSG00000004317.14"	"Clcn5"	chrX	-	7161597	7163516	7161597	7161996	7163329	7163516
216	"ENSMUSG00000032894.13"	"1700031F05Rik"	chrX	-	102859185	102859757	102859185	102859250	102859664	102859757
217	"ENSMUSG00000004952.13"	"Rasa4"	chr5	+	136101243	136101689	136101243	136101394	136101624	136101689
218	"ENSMUSG00000004952.13"	"Rasa4"	chr5	+	136104515	136105739	136104515	136104653	136105603	136105739
219	"ENSMUSG00000073723.10"	"Gm13102"	chr4	+	144107318	144107918	144107318	144107614	144107659	144107918
220	"ENSMUSG00000036438.14"	"Calm2"	chr17	-	87435603	87435934	87435603	87435710	87435790	87435934
221	"ENSMUSG00000032624.16"	"Eml4"	chr17	+	83473045	83473748	83473045	83473133	83473649	83473748
222	"ENSMUSG00000029359.13"	"Tesc"	chr5	+	118056376	118056644	118056376	118056438	118056536	118056644
223	"ENSMUSG00000029359.13"	"Tesc"	chr5	+	118056376	118056644	118056376	118056443	118056536	118056644
224	"ENSMUSG00000038828.13"	"Tmem214"	chr5	+	30871419	30871855	30871419	30871570	30871720	30871855
225	"ENSMUSG00000038828.13"	"Tmem214"	chr5	+	30872686	30872904	30872686	30872768	30872860	30872904
226	"ENSMUSG00000038828.13"	"Tmem214"	chr5	+	30872686	30873144	30872686	30872768	30873042	30873144
227	"ENSMUSG00000038828.13"	"Tmem214"	chr5	+	30872686	30873144	30872686	30872904	30873042	30873144
228	"ENSMUSG00000038828.13"	"Tmem214"	chr5	+	30874850	30875886	30874850	30874968	30875789	30875886
229	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75194840	75195712	75194840	75194943	75195062	75195712
230	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195062	75195534	75195062	75195292	75195293	75195534
231	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195062	75195712	75195062	75195256	75195568	75195712
232	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195062	75195712	75195062	75195256	75195599	75195712
233	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195800	75196381	75195800	75195948	75196152	75196381
234	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75197643	75198376	75197643	75198124	75198264	75198376
235	"ENSMUSG00000024073.16"	"Birc6"	chr17	+	74561150	74562101	74561150	74561262	74562018	74562101
236	"ENSMUSG00000024073.16"	"Birc6"	chr17	+	74618435	74619838	74618435	74618563	74619706	74619838
237	"ENSMUSG00000024048.15"	"Myl12a"	chr17	-	70996109	70996895	70996109	70996271	70996696	70996895
238	"ENSMUSG00000075028.12"	"Prdm11"	chr2	-	92972017	92975861	92972017	92974182	92975249	92975861
239	"ENSMUSG00000090655.2"	"Vmn2r120"	chr17	-	57506452	57522048	57506452	57509684	57521924	57522048
240	"ENSMUSG00000090655.2"	"Vmn2r120"	chr17	-	57521924	57522578	57521924	57522048	57522350	57522578
241	"ENSMUSG00000024516.13"	"Sec11c"	chr18	+	65812664	65814957	65812664	65812741	65814837	65814957
242	"ENSMUSG00000024516.13"	"Sec11c"	chr18	+	65812664	65814957	65812664	65812814	65814837	65814957
243	"ENSMUSG00000002668.8"	"Dennd1c"	chr17	-	57066731	57067116	57066731	57066942	57067048	57067116
244	"ENSMUSG00000002668.8"	"Dennd1c"	chr17	-	57070112	57070448	57070112	57070184	57070407	57070448
245	"ENSMUSG00000042625.16"	"Safb2"	chr17	-	56562938	56563431	56562938	56563243	56563361	56563431
246	"ENSMUSG00000002835.9"	"Chaf1a"	chr17	+	56063327	56065425	56063327	56063420	56064973	56065425
